document_id,claim_id,doc_type,present
DOC-9429E83F,CLM-01001,repair_estimate,False
DOC-DB981221,CLM-01001,id_document,True
DOC-D38723AB,CLM-01002,photo_damage,True
DOC-213FFDBA,CLM-01002,cai_form,True
DOC-4494B8BB,CLM-01002,repair_estimate,True
DOC-0833DD36,CLM-01003,photo_damage,True
DOC-4EC6A4CA,CLM-01003,cai_form,True
DOC-C5A0530B,CLM-01003,repair_estimate,False
DOC-406ED447,CLM-01004,photo_damage,False
DOC-0EFA3ABA,CLM-01004,cai_form,True
DOC-74028117,CLM-01004,repair_estimate,True
DOC-48F7E411,CLM-01005,photo_damage,True
DOC-1E7B587A,CLM-01005,photo_scene,True
DOC-4645DF1A,CLM-01005,repair_estimate,True
DOC-E32FF77F,CLM-01005,police_report,True
DOC-DF6B634E,CLM-01006,photo_damage,True
DOC-1544D928,CLM-01006,cai_form,True
DOC-61E72D15,CLM-01006,repair_estimate,True
DOC-A866802D,CLM-01007,photo_damage,True
DOC-C6EF3251,CLM-01007,police_report,False
DOC-9B9E30A7,CLM-01007,repair_estimate,False
DOC-33A47051,CLM-01008,photo_damage,False
DOC-C73D5430,CLM-01008,cai_form,True
DOC-6BE3B05E,CLM-01008,repair_estimate,False
DOC-429D6D44,CLM-01009,photo_damage,True
DOC-EFA74C5E,CLM-01009,repair_estimate,True
DOC-565C30AA,CLM-01010,photo_damage,True
DOC-494288E3,CLM-01010,cai_form,True
DOC-09C56803,CLM-01010,repair_estimate,True
DOC-5AB7611E,CLM-01011,photo_damage,True
DOC-C7EAA2E1,CLM-01011,repair_estimate,True
DOC-04B0A526,CLM-01012,photo_damage,True
DOC-FDE5D795,CLM-01012,cai_form,True
DOC-2A855ED1,CLM-01012,repair_estimate,True
DOC-D06EAECE,CLM-01013,photo_damage,True
DOC-5E7A9900,CLM-01013,cai_form,False
DOC-09481483,CLM-01013,repair_estimate,True
DOC-87FFF508,CLM-01014,police_report,True
DOC-1F06A4F8,CLM-01014,id_document,True
DOC-0C0F258D,CLM-01015,photo_damage,True
DOC-DF8D2F73,CLM-01015,repair_estimate,True
DOC-46B17331,CLM-01016,photo_damage,True
DOC-0F2CAD69,CLM-01016,police_report,True
DOC-0B8A3C06,CLM-01016,repair_estimate,True
DOC-58119181,CLM-01017,photo_damage,True
DOC-91F29F02,CLM-01017,cai_form,True
DOC-C51004BD,CLM-01017,repair_estimate,False
DOC-1EAAC8E1,CLM-01018,photo_damage,False
DOC-F27E2A23,CLM-01018,police_report,False
DOC-ED6436DE,CLM-01018,repair_estimate,True
DOC-82299C26,CLM-01019,photo_damage,True
DOC-F9BF824D,CLM-01019,photo_scene,True
DOC-F2FE899A,CLM-01019,repair_estimate,True
DOC-3CBF08DA,CLM-01020,photo_damage,True
DOC-E2F1F4A8,CLM-01020,repair_estimate,True
DOC-CF033EF5,CLM-01021,photo_damage,True
DOC-B538AF3E,CLM-01021,repair_estimate,True
DOC-536DF876,CLM-01022,photo_damage,True
DOC-C5379DC2,CLM-01022,repair_estimate,True
DOC-FA7632F7,CLM-01023,photo_damage,True
DOC-91799BE9,CLM-01023,cai_form,False
DOC-410914C6,CLM-01023,repair_estimate,True
DOC-309D720B,CLM-01024,police_report,True
DOC-877A4437,CLM-01024,id_document,True
DOC-872676F9,CLM-01025,photo_damage,True
DOC-297FECFF,CLM-01025,police_report,True
DOC-50FD8AAB,CLM-01025,repair_estimate,True
DOC-42979D4C,CLM-01026,photo_damage,False
DOC-BEE80A40,CLM-01026,repair_estimate,True
DOC-6D91547D,CLM-01027,photo_damage,True
DOC-8FBB44AB,CLM-01027,police_report,True
DOC-0F940241,CLM-01027,repair_estimate,True
DOC-4CC73B3E,CLM-01028,photo_damage,True
DOC-6C436911,CLM-01028,cai_form,True
DOC-33A0EFD9,CLM-01028,repair_estimate,True
DOC-BEDF2804,CLM-01029,photo_damage,True
DOC-8A77BB94,CLM-01029,repair_estimate,True
DOC-DA5C9FA9,CLM-01030,photo_damage,True
DOC-4DD9DDD9,CLM-01030,police_report,True
DOC-CA566349,CLM-01030,repair_estimate,True
DOC-5FDA0119,CLM-01031,photo_damage,True
DOC-ED8817F4,CLM-01031,repair_estimate,True
DOC-48AB9D45,CLM-01032,photo_damage,True
DOC-3EF679AE,CLM-01032,photo_scene,True
DOC-C956FFAA,CLM-01032,repair_estimate,True
DOC-0507CE66,CLM-01033,photo_damage,False
DOC-130CC12B,CLM-01033,cai_form,True
DOC-2A063005,CLM-01033,repair_estimate,True
DOC-BB87E1A6,CLM-01033,id_document,True
DOC-2B1292D4,CLM-01034,photo_damage,True
DOC-6761377E,CLM-01034,cai_form,True
DOC-4A56B3F6,CLM-01034,repair_estimate,False
DOC-C3D92C6B,CLM-01034,photo_scene,True
DOC-4B8E800F,CLM-01035,photo_damage,False
DOC-6F104685,CLM-01035,repair_estimate,True
DOC-A49657CA,CLM-01036,photo_damage,True
DOC-11C0CBE4,CLM-01036,cai_form,True
DOC-AEB8D2E1,CLM-01036,repair_estimate,True
DOC-A9E5389E,CLM-01036,id_document,True
DOC-4B37E821,CLM-01037,photo_damage,True
DOC-0151210A,CLM-01037,photo_scene,True
DOC-8636AEDF,CLM-01037,repair_estimate,True
DOC-3F8081C9,CLM-01038,photo_damage,True
DOC-2CA831A0,CLM-01038,photo_scene,True
DOC-D86D6A81,CLM-01038,repair_estimate,True
DOC-9B1B4399,CLM-01039,photo_damage,False
DOC-A9CEFC00,CLM-01039,police_report,False
DOC-7F0F1848,CLM-01039,repair_estimate,False
DOC-0A46AECF,CLM-01040,photo_damage,False
DOC-9655E843,CLM-01040,police_report,True
DOC-D6AC1010,CLM-01040,repair_estimate,True
DOC-B3E3AE65,CLM-01040,photo_scene,True
DOC-C1314449,CLM-01041,photo_damage,False
DOC-C3EA8187,CLM-01041,cai_form,True
DOC-5A14278D,CLM-01041,repair_estimate,True
DOC-0CEF1A6B,CLM-01042,photo_damage,True
DOC-480B19A5,CLM-01042,photo_scene,False
DOC-B5CFF935,CLM-01042,repair_estimate,True
DOC-EEF8D343,CLM-01043,photo_damage,True
DOC-3B2A0279,CLM-01043,police_report,True
DOC-7BB07ACB,CLM-01043,repair_estimate,True
DOC-A831D8CF,CLM-01043,photo_scene,True
DOC-57559643,CLM-01044,photo_damage,False
DOC-78C20CD0,CLM-01044,cai_form,True
DOC-37B8E17C,CLM-01044,repair_estimate,True
DOC-8E225CE8,CLM-01044,id_document,True
DOC-BC938B95,CLM-01045,photo_damage,True
DOC-44EC5E9C,CLM-01045,police_report,False
DOC-353D8F82,CLM-01045,repair_estimate,True
DOC-DC072A0B,CLM-01046,photo_damage,True
DOC-E67321E0,CLM-01046,repair_estimate,True
DOC-3D98E3C7,CLM-01046,photo_scene,True
DOC-70190A27,CLM-01047,photo_damage,True
DOC-EC85CC58,CLM-01047,police_report,True
DOC-196EA64D,CLM-01047,repair_estimate,True
DOC-26E51C41,CLM-01048,photo_damage,True
DOC-46AEFFB1,CLM-01048,repair_estimate,True
DOC-7ED348CE,CLM-01049,photo_damage,False
DOC-0A12E338,CLM-01049,photo_scene,True
DOC-6593DFB1,CLM-01049,repair_estimate,True
DOC-F0EF5934,CLM-01050,photo_damage,True
DOC-53045B53,CLM-01050,repair_estimate,False
DOC-8A050778,CLM-01051,photo_damage,True
DOC-F61738C5,CLM-01051,police_report,True
DOC-9B6DA88C,CLM-01051,repair_estimate,False
DOC-0EAEC1F5,CLM-01052,photo_damage,True
DOC-3F346302,CLM-01052,police_report,False
DOC-0D3FEDFF,CLM-01052,repair_estimate,False
DOC-77376FFC,CLM-01053,photo_damage,True
DOC-7102CCFC,CLM-01053,police_report,False
DOC-64B7B807,CLM-01053,repair_estimate,False
DOC-2450B7E5,CLM-01054,police_report,False
DOC-7D2A1877,CLM-01054,id_document,True
DOC-3C59DE83,CLM-01055,photo_damage,True
DOC-F8C86B19,CLM-01055,repair_estimate,True
DOC-A65B62BD,CLM-01056,photo_damage,True
DOC-C0E372FE,CLM-01056,repair_estimate,True
DOC-2E96FD84,CLM-01057,photo_damage,True
DOC-FD09B4E7,CLM-01057,cai_form,True
DOC-C32C15FF,CLM-01057,repair_estimate,True
DOC-B37AB774,CLM-01058,police_report,True
DOC-96BF0D7C,CLM-01058,id_document,True
DOC-34E736BA,CLM-01058,repair_estimate,True
DOC-F1CE185D,CLM-01059,photo_damage,True
DOC-3BC311A3,CLM-01059,repair_estimate,True
DOC-53BF7FF4,CLM-01060,photo_damage,True
DOC-076EE0F8,CLM-01060,photo_scene,True
DOC-825B20E2,CLM-01060,repair_estimate,True
DOC-DF111898,CLM-01061,photo_damage,True
DOC-5E4505FB,CLM-01061,repair_estimate,False
DOC-38D8AF59,CLM-01062,photo_damage,True
DOC-DC8DC7FD,CLM-01062,police_report,False
DOC-5A452766,CLM-01062,repair_estimate,True
DOC-CDD760F5,CLM-01063,photo_damage,True
DOC-BE016455,CLM-01063,cai_form,True
DOC-3D5E1B9B,CLM-01063,repair_estimate,True
DOC-D24DCC1C,CLM-01064,photo_damage,False
DOC-D88B9C1F,CLM-01064,photo_scene,True
DOC-62A48F83,CLM-01064,repair_estimate,True
DOC-432ADCE1,CLM-01065,photo_damage,True
DOC-B2996580,CLM-01065,repair_estimate,True
DOC-853C4A18,CLM-01065,medical_report,True
DOC-DE2857C3,CLM-01066,photo_damage,False
DOC-01D9FFFA,CLM-01066,repair_estimate,False
DOC-E8CE025B,CLM-01067,photo_damage,True
DOC-62A40C28,CLM-01067,repair_estimate,True
DOC-A488EB65,CLM-01068,photo_damage,True
DOC-2A06B066,CLM-01068,repair_estimate,False
DOC-84CBBAA8,CLM-01069,photo_damage,True
DOC-8676CF81,CLM-01069,cai_form,True
DOC-7C19A9D3,CLM-01069,repair_estimate,True
DOC-3681F122,CLM-01070,photo_damage,True
DOC-611175B3,CLM-01070,cai_form,True
DOC-14C951FF,CLM-01070,repair_estimate,True
DOC-4925894E,CLM-01071,photo_damage,True
DOC-4C68EE3D,CLM-01071,police_report,True
DOC-C4DAC088,CLM-01071,repair_estimate,True
DOC-6C9F6330,CLM-01071,medical_report,True
DOC-7353C01B,CLM-01072,photo_damage,True
DOC-97CCADB5,CLM-01072,photo_scene,True
DOC-B94A9610,CLM-01072,repair_estimate,True
DOC-81800F67,CLM-01072,witness_statement,True
DOC-437E990C,CLM-01073,photo_damage,False
DOC-D0EF3DC1,CLM-01073,cai_form,True
DOC-12825857,CLM-01073,repair_estimate,True
DOC-77F1EB02,CLM-01073,witness_statement,True
DOC-E8A36AA0,CLM-01074,police_report,True
DOC-FBAB8C77,CLM-01074,id_document,True
DOC-6C1D8049,CLM-01075,police_report,True
DOC-B1CB9A28,CLM-01075,id_document,True
DOC-2E50B758,CLM-01076,photo_damage,True
DOC-38E01A91,CLM-01076,cai_form,True
DOC-7760B963,CLM-01076,repair_estimate,True
DOC-26598094,CLM-01077,photo_damage,True
DOC-82E61880,CLM-01077,cai_form,True
DOC-BFE56A9C,CLM-01077,repair_estimate,True
DOC-B13E4C09,CLM-01078,police_report,False
DOC-46814C4A,CLM-01078,id_document,True
DOC-4CC935AA,CLM-01079,photo_damage,True
DOC-665A3655,CLM-01079,police_report,True
DOC-38FBCD2B,CLM-01079,repair_estimate,True
DOC-F700C28B,CLM-01080,photo_damage,True
DOC-09D6D0AB,CLM-01080,cai_form,True
DOC-4ADE6ED4,CLM-01080,repair_estimate,True
DOC-DE560540,CLM-01081,photo_damage,True
DOC-644855AB,CLM-01081,photo_scene,True
DOC-30E39BE2,CLM-01081,repair_estimate,True
DOC-C779885B,CLM-01082,photo_damage,False
DOC-07127387,CLM-01082,police_report,True
DOC-763AA076,CLM-01082,repair_estimate,True
DOC-FDEE7D60,CLM-01083,photo_damage,False
DOC-21FC38F2,CLM-01083,repair_estimate,False
DOC-A269D731,CLM-01084,photo_damage,True
DOC-C6AD413B,CLM-01084,repair_estimate,True
DOC-1A3C5A50,CLM-01085,photo_damage,True
DOC-C98783A8,CLM-01085,cai_form,True
DOC-001B54E7,CLM-01085,repair_estimate,True
DOC-5FFA7233,CLM-01086,photo_damage,True
DOC-95C853F7,CLM-01086,police_report,True
DOC-98A33564,CLM-01086,repair_estimate,True
DOC-54E5D8A6,CLM-01086,medical_report,True
DOC-11B63247,CLM-01087,photo_damage,True
DOC-5A0D210F,CLM-01087,police_report,True
DOC-7C33C424,CLM-01087,repair_estimate,True
DOC-B8AE98AC,CLM-01088,photo_damage,True
DOC-025CF628,CLM-01088,cai_form,True
DOC-9C83026B,CLM-01088,repair_estimate,True
DOC-4EAAE753,CLM-01089,police_report,True
DOC-9FBDA218,CLM-01089,id_document,True
DOC-94067706,CLM-01089,cai_form,True
DOC-D3E9F279,CLM-01090,photo_damage,True
DOC-20A8531C,CLM-01090,police_report,True
DOC-445141E4,CLM-01090,repair_estimate,False
DOC-948CAAC1,CLM-01091,photo_damage,True
DOC-B7E25658,CLM-01091,cai_form,False
DOC-5F4DBAB7,CLM-01091,repair_estimate,True
DOC-10AE614C,CLM-01092,photo_damage,False
DOC-DEFF0046,CLM-01092,police_report,True
DOC-9EC9A0EA,CLM-01092,repair_estimate,True
DOC-23856782,CLM-01093,photo_damage,True
DOC-2ACA0AAD,CLM-01093,repair_estimate,True
DOC-B6DBA58B,CLM-01094,photo_damage,True
DOC-A49E4D7A,CLM-01094,cai_form,True
DOC-69E6968A,CLM-01094,repair_estimate,True
DOC-B9A8C8BA,CLM-01095,photo_damage,True
DOC-BE7FCEC6,CLM-01095,cai_form,True
DOC-F9F64C6C,CLM-01095,repair_estimate,True
DOC-80AC8A86,CLM-01096,photo_damage,True
DOC-8AF01E7E,CLM-01096,repair_estimate,True
DOC-C0388206,CLM-01097,photo_damage,True
DOC-CBAF53F3,CLM-01097,repair_estimate,True
DOC-3C47F47E,CLM-01098,police_report,True
DOC-BDCB3869,CLM-01098,id_document,True
DOC-F99016FE,CLM-01099,photo_damage,False
DOC-5B02DA43,CLM-01099,cai_form,False
DOC-1A173255,CLM-01099,repair_estimate,True
DOC-F203D217,CLM-01099,photo_scene,True
DOC-2F918991,CLM-01100,photo_damage,True
DOC-2DA8BD5A,CLM-01100,police_report,True
DOC-6C857693,CLM-01100,repair_estimate,False
DOC-3BD3F268,CLM-01101,photo_damage,True
DOC-31D096E9,CLM-01101,repair_estimate,True
DOC-82174043,CLM-01102,photo_damage,True
DOC-6AB8AA70,CLM-01102,photo_scene,True
DOC-8F1ED017,CLM-01102,repair_estimate,True
DOC-2365DC69,CLM-01103,photo_damage,True
DOC-01E884AD,CLM-01103,cai_form,True
DOC-3B5EE7A8,CLM-01103,repair_estimate,True
DOC-DF005EFE,CLM-01104,photo_damage,True
DOC-110B0DDE,CLM-01104,cai_form,True
DOC-D02AAAB7,CLM-01104,repair_estimate,True
DOC-2CDB4B78,CLM-01105,police_report,True
DOC-D6BD687F,CLM-01105,id_document,True
DOC-4D7637A2,CLM-01106,photo_damage,True
DOC-25796EBF,CLM-01106,police_report,False
DOC-427586DE,CLM-01106,repair_estimate,True
DOC-6E018860,CLM-01107,photo_damage,True
DOC-354CEB64,CLM-01107,repair_estimate,False
DOC-84B9546A,CLM-01108,photo_damage,True
DOC-E4BEB88B,CLM-01108,cai_form,True
DOC-489B05DE,CLM-01108,repair_estimate,True
DOC-3E8B8AFC,CLM-01109,police_report,True
DOC-8A7F8BA2,CLM-01109,id_document,False
DOC-C8EC27D1,CLM-01110,photo_damage,True
DOC-C34096F6,CLM-01110,police_report,True
DOC-995933DD,CLM-01110,repair_estimate,True
DOC-6793C82E,CLM-01111,photo_damage,True
DOC-7131AC4B,CLM-01111,cai_form,True
DOC-26CBAB8B,CLM-01111,repair_estimate,True
DOC-916994F9,CLM-01112,photo_damage,False
DOC-CF24BF0C,CLM-01112,cai_form,False
DOC-410495EE,CLM-01112,repair_estimate,False
DOC-48CB598A,CLM-01113,photo_damage,True
DOC-AA7DDDD1,CLM-01113,repair_estimate,True
DOC-7F0ED92C,CLM-01114,photo_damage,True
DOC-A7EF92BD,CLM-01114,photo_scene,True
DOC-1B527B2F,CLM-01114,repair_estimate,True
DOC-D2F0AA65,CLM-01115,photo_damage,True
DOC-84C3164B,CLM-01115,cai_form,True
DOC-02CE33F1,CLM-01115,repair_estimate,False
DOC-87168439,CLM-01116,photo_damage,True
DOC-0CF6B5EB,CLM-01116,cai_form,True
DOC-DCA26AAB,CLM-01116,repair_estimate,True
DOC-F043CA0B,CLM-01116,medical_report,True
DOC-C4BA5EB4,CLM-01117,photo_damage,True
DOC-9028B8FD,CLM-01117,repair_estimate,True
DOC-6F15E23D,CLM-01118,photo_damage,True
DOC-BBB964C6,CLM-01118,police_report,True
DOC-FCB170F6,CLM-01118,repair_estimate,True
DOC-8A65A646,CLM-01118,cai_form,True
DOC-430A666F,CLM-01119,photo_damage,True
DOC-693B3FFC,CLM-01119,police_report,True
DOC-98C92C7F,CLM-01119,repair_estimate,True
DOC-8BC65243,CLM-01119,id_document,True
DOC-3B6EA28C,CLM-01120,photo_damage,True
DOC-18B7F564,CLM-01120,cai_form,False
DOC-E7D99140,CLM-01120,repair_estimate,False
DOC-E6646102,CLM-01121,photo_damage,True
DOC-A95B09BC,CLM-01121,photo_scene,True
DOC-F8E51CEB,CLM-01121,repair_estimate,True
DOC-A9A015E2,CLM-01122,photo_damage,True
DOC-D9B979FF,CLM-01122,repair_estimate,True
DOC-72DD005B,CLM-01123,photo_damage,True
DOC-E008939D,CLM-01123,cai_form,True
DOC-C8C64041,CLM-01123,repair_estimate,True
DOC-3A771330,CLM-01124,photo_damage,True
DOC-FFD2FB8F,CLM-01124,cai_form,True
DOC-05FCB3FD,CLM-01124,repair_estimate,True
DOC-1465B505,CLM-01125,police_report,True
DOC-1AEFDD16,CLM-01125,id_document,True
DOC-058040CA,CLM-01126,photo_damage,True
DOC-85702431,CLM-01126,police_report,True
DOC-19B0FE44,CLM-01126,repair_estimate,True
DOC-096E5E7A,CLM-01127,police_report,True
DOC-39DF55EA,CLM-01127,id_document,False
DOC-A0475514,CLM-01128,photo_damage,True
DOC-88516935,CLM-01128,repair_estimate,True
DOC-7CCEE6E1,CLM-01129,police_report,True
DOC-27F52681,CLM-01129,id_document,True
DOC-3189CEA3,CLM-01130,police_report,True
DOC-72DB094F,CLM-01130,id_document,True
DOC-9F80EA63,CLM-01131,photo_damage,True
DOC-294FB8D5,CLM-01131,repair_estimate,True
DOC-504E0098,CLM-01132,photo_damage,True
DOC-5B7BBA76,CLM-01132,cai_form,True
DOC-914FC72D,CLM-01132,repair_estimate,True
DOC-C470DA1F,CLM-01133,photo_damage,True
DOC-5766467E,CLM-01133,cai_form,False
DOC-A43C85AF,CLM-01133,repair_estimate,True
DOC-AF99DBB6,CLM-01134,photo_damage,True
DOC-B15CE50A,CLM-01134,photo_scene,True
DOC-5FD1C52A,CLM-01134,repair_estimate,True
DOC-7B9629D3,CLM-01135,photo_damage,True
DOC-047C5706,CLM-01135,repair_estimate,True
DOC-37541C13,CLM-01136,photo_damage,True
DOC-F976F9CD,CLM-01136,cai_form,True
DOC-553C6A1D,CLM-01136,repair_estimate,True
DOC-E7F27A09,CLM-01136,id_document,True
DOC-82AEA50E,CLM-01137,photo_damage,False
DOC-FD6CB65A,CLM-01137,police_report,True
DOC-FC413B67,CLM-01137,repair_estimate,True
DOC-B48F7ED2,CLM-01138,photo_damage,True
DOC-0AE81004,CLM-01138,repair_estimate,True
DOC-5DE9DC5F,CLM-01139,photo_damage,False
DOC-F67C3CBF,CLM-01139,cai_form,True
DOC-73CEBABC,CLM-01139,repair_estimate,True
DOC-232942DD,CLM-01140,photo_damage,True
DOC-1963A018,CLM-01140,cai_form,True
DOC-6AD59DA8,CLM-01140,repair_estimate,True
DOC-A65EE178,CLM-01141,photo_damage,True
DOC-38B89ABE,CLM-01141,cai_form,True
DOC-15FF378C,CLM-01141,repair_estimate,True
DOC-EB2DBBCF,CLM-01142,photo_damage,False
DOC-97018710,CLM-01142,cai_form,True
DOC-9E86DF8B,CLM-01142,repair_estimate,True
DOC-9ED6A568,CLM-01142,witness_statement,True
DOC-50432B2D,CLM-01143,photo_damage,True
DOC-CFF57DA7,CLM-01143,repair_estimate,False
DOC-133B9FD4,CLM-01143,photo_scene,True
DOC-904AF408,CLM-01144,photo_damage,True
DOC-3D8BB4BC,CLM-01144,cai_form,False
DOC-13E7716F,CLM-01144,repair_estimate,True
DOC-367F1D15,CLM-01145,photo_damage,True
DOC-0E6777DA,CLM-01145,photo_scene,True
DOC-AC91743A,CLM-01145,repair_estimate,True
DOC-84F412C8,CLM-01146,photo_damage,True
DOC-55A774A4,CLM-01146,cai_form,False
DOC-5FA7499D,CLM-01146,repair_estimate,True
DOC-D49C0778,CLM-01147,photo_damage,True
DOC-06CD493B,CLM-01147,cai_form,False
DOC-409AA23D,CLM-01147,repair_estimate,True
DOC-36A9EBBE,CLM-01148,photo_damage,True
DOC-354BD4AB,CLM-01148,cai_form,True
DOC-3BB8B9B4,CLM-01148,repair_estimate,True
DOC-FEB9CDEC,CLM-01149,photo_damage,True
DOC-4690CF97,CLM-01149,cai_form,True
DOC-05741CF1,CLM-01149,repair_estimate,True
DOC-8EA67C4D,CLM-01150,photo_damage,True
DOC-7FE89C33,CLM-01150,cai_form,True
DOC-38A785C0,CLM-01150,repair_estimate,False
DOC-8FAF9491,CLM-01151,police_report,True
DOC-E2254252,CLM-01151,id_document,True
DOC-9BB7DA5D,CLM-01152,photo_damage,True
DOC-43D67ECB,CLM-01152,cai_form,True
DOC-BF25457C,CLM-01152,repair_estimate,True
DOC-57B523CC,CLM-01153,photo_damage,True
DOC-FCA0F3FC,CLM-01153,police_report,True
DOC-1F8BE776,CLM-01153,repair_estimate,True
DOC-F3BC2A77,CLM-01154,police_report,True
DOC-DA83D765,CLM-01154,id_document,True
DOC-901977A0,CLM-01155,photo_damage,True
DOC-478D3C52,CLM-01155,cai_form,False
DOC-B92D9832,CLM-01155,repair_estimate,True
DOC-6591C331,CLM-01155,witness_statement,True
DOC-0E21458C,CLM-01156,photo_damage,True
DOC-15C1131F,CLM-01156,photo_scene,True
DOC-862560D1,CLM-01156,repair_estimate,True
DOC-DCEFD4D6,CLM-01157,photo_damage,True
DOC-0341BE50,CLM-01157,photo_scene,True
DOC-446ABAA8,CLM-01157,repair_estimate,False
DOC-44E70ADD,CLM-01158,photo_damage,False
DOC-B1719A35,CLM-01158,photo_scene,True
DOC-8C9226D7,CLM-01158,repair_estimate,True
DOC-D46416EE,CLM-01159,photo_damage,True
DOC-5CFFEBAD,CLM-01159,photo_scene,True
DOC-D347CD78,CLM-01159,repair_estimate,True
DOC-DCAE064F,CLM-01159,id_document,True
DOC-82ADBFCE,CLM-01160,photo_damage,True
DOC-55A4211A,CLM-01160,cai_form,True
DOC-6AA869D6,CLM-01160,repair_estimate,True
DOC-38DE56D6,CLM-01161,photo_damage,True
DOC-C0AFD7B6,CLM-01161,photo_scene,False
DOC-24497FAC,CLM-01161,repair_estimate,False
DOC-ABB91055,CLM-01162,police_report,False
DOC-EBD10CC2,CLM-01162,id_document,False
DOC-350D32F1,CLM-01162,photo_damage,True
DOC-9E8DB484,CLM-01163,photo_damage,True
DOC-4279ED29,CLM-01163,photo_scene,False
DOC-0296259E,CLM-01163,repair_estimate,False
DOC-D5594683,CLM-01164,photo_damage,True
DOC-26340956,CLM-01164,repair_estimate,True
DOC-AC349DA0,CLM-01165,photo_damage,True
DOC-3BF3CD46,CLM-01165,cai_form,True
DOC-695C7B8D,CLM-01165,repair_estimate,True
DOC-B7A30892,CLM-01166,photo_damage,False
DOC-92CCAEB0,CLM-01166,photo_scene,True
DOC-63B03322,CLM-01166,repair_estimate,True
DOC-2520BCF7,CLM-01167,photo_damage,True
DOC-A39D36A3,CLM-01167,repair_estimate,True
DOC-DCBAE56A,CLM-01168,photo_damage,True
DOC-DCFDFCC3,CLM-01168,repair_estimate,True
DOC-53A00CAB,CLM-01169,photo_damage,False
DOC-7591CEC4,CLM-01169,cai_form,True
DOC-B7C258C6,CLM-01169,repair_estimate,True
DOC-048CD096,CLM-01170,photo_damage,True
DOC-37205B67,CLM-01170,cai_form,True
DOC-2AE6D198,CLM-01170,repair_estimate,True
DOC-C4ED952C,CLM-01171,photo_damage,True
DOC-30D14004,CLM-01171,cai_form,True
DOC-16572122,CLM-01171,repair_estimate,True
DOC-8AC4907A,CLM-01172,photo_damage,True
DOC-79B52C96,CLM-01172,cai_form,True
DOC-99F4BEB6,CLM-01172,repair_estimate,True
DOC-33D05A14,CLM-01173,photo_damage,False
DOC-841E8C24,CLM-01173,cai_form,True
DOC-9488D8F6,CLM-01173,repair_estimate,True
DOC-03CFE507,CLM-01173,medical_report,True
DOC-D0D7D07B,CLM-01174,photo_damage,False
DOC-E341D672,CLM-01174,cai_form,False
DOC-8416812A,CLM-01174,repair_estimate,True
DOC-C5451E1C,CLM-01175,police_report,True
DOC-DAA78E9B,CLM-01175,id_document,True
DOC-3513B0B8,CLM-01176,photo_damage,True
DOC-9194A6C6,CLM-01176,repair_estimate,True
DOC-166A6813,CLM-01177,photo_damage,True
DOC-AA69DE04,CLM-01177,cai_form,True
DOC-31F1D6A9,CLM-01177,repair_estimate,True
DOC-7C6F2697,CLM-01178,photo_damage,False
DOC-8251CA1B,CLM-01178,police_report,False
DOC-AAD0ACD4,CLM-01178,repair_estimate,False
DOC-4191ECBE,CLM-01178,id_document,True
DOC-08FF7B78,CLM-01179,photo_damage,True
DOC-E96A5691,CLM-01179,cai_form,True
DOC-9676EE60,CLM-01179,repair_estimate,True
DOC-E51AAA55,CLM-01179,id_document,True
DOC-E5FAFC4B,CLM-01180,photo_damage,True
DOC-70306012,CLM-01180,police_report,False
DOC-A0E6BC38,CLM-01180,repair_estimate,True
DOC-FB2869A6,CLM-01181,photo_damage,True
DOC-2E175B7D,CLM-01181,cai_form,True
DOC-E423C2F9,CLM-01181,repair_estimate,True
DOC-081D2DD7,CLM-01182,police_report,True
DOC-668BCD18,CLM-01182,id_document,True
DOC-09EC6E4B,CLM-01183,photo_damage,True
DOC-2535E588,CLM-01183,repair_estimate,True
DOC-DFA0EBB2,CLM-01183,photo_scene,True
DOC-66F6EBAA,CLM-01184,photo_damage,True
DOC-251E9B29,CLM-01184,photo_scene,True
DOC-DA956A7F,CLM-01184,repair_estimate,False
DOC-3A6101E8,CLM-01185,photo_damage,True
DOC-75E61420,CLM-01185,photo_scene,True
DOC-45A4F09F,CLM-01185,repair_estimate,True
DOC-9B1A1BE0,CLM-01186,photo_damage,True
DOC-EDA026B9,CLM-01186,repair_estimate,False
DOC-23DC83CE,CLM-01187,photo_damage,False
DOC-F2DFCA45,CLM-01187,police_report,False
DOC-33B660CA,CLM-01187,repair_estimate,True
DOC-C0385AA5,CLM-01187,witness_statement,True
DOC-4F3A2F4A,CLM-01188,photo_damage,False
DOC-1C9FC239,CLM-01188,cai_form,True
DOC-DD166A56,CLM-01188,repair_estimate,False
DOC-2710CB8A,CLM-01189,photo_damage,True
DOC-012A6CC1,CLM-01189,repair_estimate,True
DOC-8F65BEF9,CLM-01190,photo_damage,True
DOC-466FAA25,CLM-01190,cai_form,False
DOC-BB2041BA,CLM-01190,repair_estimate,True
DOC-CCEE0C55,CLM-01191,police_report,True
DOC-9FCE5BDD,CLM-01191,id_document,False
DOC-7430C2AC,CLM-01192,photo_damage,True
DOC-2E6A1A28,CLM-01192,photo_scene,True
DOC-552E7D9F,CLM-01192,repair_estimate,True
DOC-246598FF,CLM-01192,medical_report,True
DOC-5C5498BC,CLM-01193,photo_damage,False
DOC-22CC7300,CLM-01193,police_report,True
DOC-05269DD1,CLM-01193,repair_estimate,True
DOC-8077951F,CLM-01194,photo_damage,True
DOC-8C7F6351,CLM-01194,cai_form,True
