claim_id,event_type,event_timestamp,event_data,actor
CLM-01599,escalated,2022-04-30 20:00:00,,HDL-042
CLM-01599,doc_uploaded,2022-05-02 03:00:00,,HDL-042
CLM-01599,contacted_customer,2022-05-04 08:00:00,,HDL-042
CLM-01599,note_added,2022-05-15 18:00:00,,HDL-042
CLM-01600,created,2023-08-09 09:00:00,,system
CLM-01600,assigned,2023-08-09 13:00:00,{'handler_id': 'HDL-049'},system
CLM-01600,doc_requested,2023-08-11 19:00:00,,HDL-049
CLM-01600,contacted_customer,2023-08-12 20:00:00,,HDL-049
CLM-01600,contacted_customer,2023-08-13 20:00:00,,HDL-049
CLM-01600,settled,2023-08-23 09:00:00,,HDL-049
CLM-01601,created,2023-06-16 09:00:00,,system
CLM-01601,assigned,2023-06-16 12:00:00,{'handler_id': 'HDL-048'},system
CLM-01601,doc_requested,2023-06-17 14:00:00,,HDL-048
CLM-01601,contacted_customer,2023-06-18 19:00:00,,HDL-048
CLM-01601,contacted_customer,2023-06-21 00:00:00,,HDL-048
CLM-01601,contacted_customer,2023-06-23 07:00:00,,HDL-048
CLM-01601,note_added,2023-07-01 09:00:00,,HDL-048
CLM-01602,created,2022-07-23 10:00:00,,system
CLM-01602,assigned,2022-07-23 11:00:00,{'handler_id': 'HDL-033'},system
CLM-01602,escalated,2022-07-29 13:00:00,,HDL-033
CLM-01602,doc_uploaded,2022-08-05 14:00:00,,HDL-033
CLM-01602,note_added,2022-08-07 15:00:00,,HDL-033
CLM-01602,note_added,2022-08-08 16:00:00,,HDL-033
CLM-01602,contacted_customer,2022-08-17 18:00:00,,HDL-033
CLM-01602,doc_uploaded,2022-08-25 20:00:00,,HDL-033
CLM-01602,escalated,2022-09-04 00:00:00,,HDL-033
CLM-01602,doc_requested,2022-09-08 01:00:00,,HDL-033
CLM-01602,doc_requested,2022-09-11 06:00:00,,HDL-033
CLM-01602,note_added,2022-09-11 10:00:00,,HDL-033
CLM-01603,created,2021-10-09 12:00:00,,system
CLM-01603,assigned,2021-10-09 15:00:00,{'handler_id': 'HDL-042'},system
CLM-01603,note_added,2021-10-12 20:00:00,,HDL-042
CLM-01603,doc_uploaded,2021-10-20 01:00:00,,HDL-042
CLM-01603,contacted_customer,2021-10-27 04:00:00,,HDL-042
CLM-01603,doc_requested,2021-11-01 05:00:00,,HDL-042
CLM-01603,doc_requested,2021-11-05 10:00:00,,HDL-042
CLM-01603,doc_requested,2021-11-08 14:00:00,,HDL-042
CLM-01603,note_added,2021-11-10 12:00:00,,HDL-042
CLM-01604,created,2024-01-23 10:00:00,,system
CLM-01604,assigned,2024-01-23 12:00:00,{'handler_id': 'HDL-008'},system
CLM-01604,settled,2024-01-30 10:00:00,,HDL-008
CLM-01605,created,2023-05-29 13:00:00,,system
CLM-01605,assigned,2023-05-29 17:00:00,{'handler_id': 'HDL-045'},system
CLM-01605,note_added,2023-06-02 13:00:00,,HDL-045
CLM-01606,created,2024-07-05 09:00:00,,system
CLM-01606,assigned,2024-07-05 12:00:00,{'handler_id': 'HDL-025'},system
CLM-01606,doc_requested,2024-07-06 18:00:00,,HDL-025
CLM-01606,doc_uploaded,2024-07-09 18:00:00,,HDL-025
CLM-01606,note_added,2024-07-14 22:00:00,,HDL-025
CLM-01606,escalated,2024-07-17 04:00:00,,HDL-025
CLM-01606,note_added,2024-08-04 09:00:00,,HDL-025
CLM-01607,created,2023-09-02 16:00:00,,system
CLM-01607,assigned,2023-09-02 18:00:00,{'handler_id': 'HDL-047'},system
CLM-01607,note_added,2023-09-06 23:00:00,,HDL-047
CLM-01607,escalated,2023-09-09 00:00:00,,HDL-047
CLM-01607,contacted_customer,2023-09-14 01:00:00,,HDL-047
CLM-01607,contacted_customer,2023-09-15 07:00:00,,HDL-047
CLM-01607,doc_requested,2023-09-16 11:00:00,,HDL-047
CLM-01607,note_added,2023-09-27 16:00:00,,HDL-047
CLM-01608,created,2022-12-09 12:00:00,,system
CLM-01608,assigned,2022-12-09 16:00:00,{'handler_id': 'HDL-009'},system
CLM-01608,doc_requested,2022-12-10 16:00:00,,HDL-009
CLM-01608,settled,2022-12-11 12:00:00,,HDL-009
CLM-01609,created,2023-12-13 16:00:00,,system
CLM-01609,assigned,2023-12-13 19:00:00,{'handler_id': 'HDL-047'},system
CLM-01609,doc_requested,2023-12-14 19:00:00,,HDL-047
CLM-01609,contacted_customer,2023-12-16 00:00:00,,HDL-047
CLM-01609,note_added,2023-12-17 02:00:00,,HDL-047
CLM-01609,settled,2023-12-22 16:00:00,,HDL-047
CLM-01610,created,2023-10-06 18:00:00,,system
CLM-01610,assigned,2023-10-06 19:00:00,{'handler_id': 'HDL-008'},system
CLM-01610,settled,2023-10-12 18:00:00,,HDL-008
CLM-01611,created,2023-10-28 18:00:00,,system
CLM-01611,assigned,2023-10-28 22:00:00,{'handler_id': 'HDL-029'},system
CLM-01611,doc_uploaded,2023-10-30 04:00:00,,HDL-029
CLM-01611,note_added,2023-11-02 08:00:00,,HDL-029
CLM-01611,note_added,2023-11-04 11:00:00,,HDL-029
CLM-01611,settled,2023-11-16 18:00:00,,HDL-029
CLM-01612,created,2023-12-14 11:00:00,,system
CLM-01612,assigned,2023-12-14 12:00:00,{'handler_id': 'HDL-013'},system
CLM-01612,doc_uploaded,2023-12-15 18:00:00,,HDL-013
CLM-01612,settled,2023-12-27 11:00:00,,HDL-013
CLM-01613,created,2021-08-16 09:00:00,,system
CLM-01613,assigned,2021-08-16 11:00:00,{'handler_id': 'HDL-012'},system
CLM-01613,settled,2021-08-18 09:00:00,,HDL-012
CLM-01614,created,2023-06-02 13:00:00,,system
CLM-01614,assigned,2023-06-02 16:00:00,{'handler_id': 'HDL-025'},system
CLM-01614,doc_requested,2023-06-03 21:00:00,,HDL-025
CLM-01614,denied,2023-06-07 13:00:00,,HDL-025
CLM-01615,created,2022-06-28 10:00:00,,system
CLM-01615,assigned,2022-06-28 14:00:00,{'handler_id': 'HDL-037'},system
CLM-01615,doc_requested,2022-06-30 19:00:00,,HDL-037
CLM-01615,note_added,2022-07-01 22:00:00,,HDL-037
CLM-01615,doc_requested,2022-07-03 00:00:00,,HDL-037
CLM-01615,contacted_customer,2022-07-04 05:00:00,,HDL-037
CLM-01615,note_added,2022-07-11 10:00:00,,HDL-037
CLM-01616,created,2022-01-06 13:00:00,,system
CLM-01616,assigned,2022-01-06 15:00:00,{'handler_id': 'HDL-038'},system
CLM-01616,settled,2022-01-12 13:00:00,,HDL-038
CLM-01617,created,2022-06-16 16:00:00,,system
CLM-01617,assigned,2022-06-16 20:00:00,{'handler_id': 'HDL-006'},system
CLM-01617,doc_uploaded,2022-06-19 01:00:00,,HDL-006
CLM-01617,doc_requested,2022-06-24 08:00:00,,HDL-006
CLM-01617,contacted_customer,2022-06-25 12:00:00,,HDL-006
CLM-01617,note_added,2022-06-28 14:00:00,,HDL-006
CLM-01617,doc_requested,2022-07-02 16:00:00,,HDL-006
CLM-01617,contacted_customer,2022-07-07 21:00:00,,HDL-006
CLM-01617,settled,2022-07-17 16:00:00,,HDL-006
CLM-01618,created,2023-04-29 16:00:00,,system
CLM-01618,assigned,2023-04-29 17:00:00,{'handler_id': 'HDL-025'},system
CLM-01618,doc_requested,2023-05-02 23:00:00,,HDL-025
CLM-01618,contacted_customer,2023-05-04 01:00:00,,HDL-025
CLM-01618,contacted_customer,2023-05-05 05:00:00,,HDL-025
CLM-01618,contacted_customer,2023-05-08 09:00:00,,HDL-025
CLM-01618,note_added,2023-05-20 16:00:00,,HDL-025
CLM-01619,created,2021-09-28 17:00:00,,system
CLM-01619,assigned,2021-09-28 18:00:00,{'handler_id': 'HDL-019'},system
CLM-01619,doc_requested,2021-10-07 18:00:00,,HDL-019
CLM-01619,contacted_customer,2021-10-16 18:00:00,,HDL-019
CLM-01619,doc_uploaded,2021-10-27 18:00:00,,HDL-019
CLM-01619,escalated,2021-10-30 19:00:00,,HDL-019
CLM-01619,note_added,2021-11-07 01:00:00,,HDL-019
CLM-01619,escalated,2021-11-18 06:00:00,,HDL-019
CLM-01619,settled,2021-11-18 17:00:00,,HDL-019
CLM-01620,created,2022-12-24 11:00:00,,system
CLM-01620,assigned,2022-12-24 14:00:00,{'handler_id': 'HDL-002'},system
CLM-01620,escalated,2022-12-25 21:00:00,,HDL-002
CLM-01620,doc_requested,2022-12-27 04:00:00,,HDL-002
CLM-01620,contacted_customer,2022-12-28 07:00:00,,HDL-002
CLM-01620,note_added,2023-01-03 11:00:00,,HDL-002
CLM-01621,created,2024-03-21 09:00:00,,system
CLM-01621,assigned,2024-03-21 12:00:00,{'handler_id': 'HDL-021'},system
CLM-01621,settled,2024-03-25 09:00:00,,HDL-021
CLM-01622,created,2023-05-29 12:00:00,,system
CLM-01622,assigned,2023-05-29 13:00:00,{'handler_id': 'HDL-050'},system
CLM-01622,note_added,2023-05-31 12:00:00,,HDL-050
CLM-01623,created,2021-07-25 09:00:00,,system
CLM-01623,assigned,2021-07-25 13:00:00,{'handler_id': 'HDL-004'},system
CLM-01623,note_added,2021-08-02 09:00:00,,HDL-004
CLM-01624,created,2024-12-01 18:00:00,,system
CLM-01624,assigned,2024-12-01 21:00:00,{'handler_id': 'HDL-045'},system
CLM-01624,note_added,2024-12-12 18:00:00,,HDL-045
CLM-01625,created,2024-07-01 18:00:00,,system
CLM-01625,assigned,2024-07-01 22:00:00,{'handler_id': 'HDL-003'},system
CLM-01625,doc_requested,2024-07-03 00:00:00,,HDL-003
CLM-01625,doc_uploaded,2024-07-06 03:00:00,,HDL-003
CLM-01625,doc_requested,2024-07-10 08:00:00,,HDL-003
CLM-01625,note_added,2024-07-21 18:00:00,,HDL-003
CLM-01626,created,2023-08-22 11:00:00,,system
CLM-01626,assigned,2023-08-22 14:00:00,{'handler_id': 'HDL-011'},system
CLM-01626,settled,2023-08-25 11:00:00,,HDL-011
CLM-01627,created,2023-11-30 12:00:00,,system
CLM-01627,assigned,2023-11-30 13:00:00,{'handler_id': 'HDL-042'},system
CLM-01627,doc_uploaded,2023-12-02 17:00:00,,HDL-042
CLM-01627,doc_uploaded,2023-12-04 19:00:00,,HDL-042
CLM-01627,contacted_customer,2023-12-08 02:00:00,,HDL-042
CLM-01627,settled,2023-12-16 12:00:00,,HDL-042
CLM-01628,created,2021-12-09 10:00:00,,system
CLM-01628,assigned,2021-12-09 14:00:00,{'handler_id': 'HDL-050'},system
CLM-01628,escalated,2021-12-10 18:00:00,,HDL-050
CLM-01628,doc_uploaded,2021-12-17 01:00:00,,HDL-050
CLM-01628,doc_requested,2021-12-21 04:00:00,,HDL-050
CLM-01628,doc_requested,2021-12-28 08:00:00,,HDL-050
CLM-01628,doc_uploaded,2022-01-04 11:00:00,,HDL-050
CLM-01628,doc_requested,2022-01-05 15:00:00,,HDL-050
CLM-01628,doc_uploaded,2022-01-06 18:00:00,,HDL-050
CLM-01628,doc_uploaded,2022-01-09 21:00:00,,HDL-050
CLM-01628,note_added,2022-01-23 10:00:00,,HDL-050
CLM-01629,created,2023-01-13 14:00:00,,system
CLM-01629,assigned,2023-01-13 17:00:00,{'handler_id': 'HDL-041'},system
CLM-01629,escalated,2023-01-14 19:00:00,,HDL-041
CLM-01629,doc_requested,2023-01-16 00:00:00,,HDL-041
CLM-01629,settled,2023-01-19 14:00:00,,HDL-041
CLM-01630,created,2023-08-10 18:00:00,,system
CLM-01630,assigned,2023-08-10 22:00:00,{'handler_id': 'HDL-039'},system
CLM-01630,contacted_customer,2023-08-12 05:00:00,,HDL-039
CLM-01630,doc_requested,2023-08-18 10:00:00,,HDL-039
CLM-01630,contacted_customer,2023-08-19 12:00:00,,HDL-039
CLM-01630,doc_uploaded,2023-08-20 14:00:00,,HDL-039
CLM-01630,doc_requested,2023-08-21 21:00:00,,HDL-039
CLM-01630,note_added,2023-09-07 18:00:00,,HDL-039
CLM-01631,created,2023-06-25 13:00:00,,system
CLM-01631,assigned,2023-06-25 17:00:00,{'handler_id': 'HDL-024'},system
CLM-01631,settled,2023-07-02 13:00:00,,HDL-024
CLM-01632,created,2022-11-13 13:00:00,,system
CLM-01632,assigned,2022-11-13 16:00:00,{'handler_id': 'HDL-024'},system
CLM-01632,escalated,2022-11-21 23:00:00,,HDL-024
CLM-01632,contacted_customer,2022-11-29 01:00:00,,HDL-024
CLM-01632,doc_uploaded,2022-12-04 03:00:00,,HDL-024
CLM-01632,doc_uploaded,2022-12-09 08:00:00,,HDL-024
CLM-01632,doc_requested,2022-12-13 15:00:00,,HDL-024
CLM-01632,note_added,2022-12-14 20:00:00,,HDL-024
CLM-01632,settled,2022-12-20 13:00:00,,HDL-024
CLM-01633,created,2024-01-07 13:00:00,,system
CLM-01633,assigned,2024-01-07 14:00:00,{'handler_id': 'HDL-041'},system
CLM-01633,contacted_customer,2024-01-08 19:00:00,,HDL-041
CLM-01633,doc_uploaded,2024-01-10 02:00:00,,HDL-041
CLM-01633,settled,2024-01-22 13:00:00,,HDL-041
CLM-01634,created,2021-11-03 15:00:00,,system
CLM-01634,assigned,2021-11-03 17:00:00,{'handler_id': 'HDL-005'},system
CLM-01634,doc_requested,2021-11-07 18:00:00,,HDL-005
CLM-01634,escalated,2021-11-11 22:00:00,,HDL-005
CLM-01634,doc_requested,2021-11-22 01:00:00,,HDL-005
CLM-01634,note_added,2021-11-26 05:00:00,,HDL-005
CLM-01634,doc_uploaded,2021-12-02 05:00:00,,HDL-005
CLM-01634,doc_uploaded,2021-12-06 11:00:00,,HDL-005
CLM-01634,doc_requested,2021-12-10 11:00:00,,HDL-005
CLM-01634,settled,2021-12-18 15:00:00,,HDL-005
CLM-01635,created,2022-02-15 15:00:00,,system
CLM-01635,assigned,2022-02-15 19:00:00,{'handler_id': 'HDL-027'},system
CLM-01635,doc_uploaded,2022-02-16 20:00:00,,HDL-027
CLM-01635,doc_requested,2022-02-20 23:00:00,,HDL-027
CLM-01635,contacted_customer,2022-02-26 00:00:00,,HDL-027
CLM-01635,doc_uploaded,2022-03-02 06:00:00,,HDL-027
CLM-01635,note_added,2022-03-04 09:00:00,,HDL-027
CLM-01635,doc_uploaded,2022-03-05 09:00:00,,HDL-027
CLM-01635,escalated,2022-03-08 15:00:00,,HDL-027
CLM-01635,settled,2022-03-17 15:00:00,,HDL-027
CLM-01636,created,2023-09-24 09:00:00,,system
CLM-01636,assigned,2023-09-24 12:00:00,{'handler_id': 'HDL-014'},system
CLM-01636,doc_requested,2023-09-26 14:00:00,,HDL-014
CLM-01636,doc_uploaded,2023-09-28 19:00:00,,HDL-014
CLM-01636,escalated,2023-10-01 23:00:00,,HDL-014
CLM-01636,settled,2023-10-13 09:00:00,,HDL-014
CLM-01637,created,2022-05-12 15:00:00,,system
CLM-01637,assigned,2022-05-12 19:00:00,{'handler_id': 'HDL-031'},system
CLM-01637,contacted_customer,2022-05-13 21:00:00,,HDL-031
CLM-01637,settled,2022-05-17 15:00:00,,HDL-031
CLM-01638,created,2022-07-29 11:00:00,,system
CLM-01638,assigned,2022-07-29 12:00:00,{'handler_id': 'HDL-029'},system
CLM-01638,settled,2022-08-03 11:00:00,,HDL-029
CLM-01639,created,2022-12-20 13:00:00,,system
CLM-01639,assigned,2022-12-20 14:00:00,{'handler_id': 'HDL-034'},system
CLM-01639,settled,2022-12-23 13:00:00,,HDL-034
CLM-01640,created,2022-11-13 13:00:00,,system
CLM-01640,assigned,2022-11-13 17:00:00,{'handler_id': 'HDL-020'},system
CLM-01640,note_added,2022-11-14 17:00:00,,HDL-020
CLM-01640,doc_uploaded,2022-11-15 20:00:00,,HDL-020
CLM-01640,escalated,2022-11-16 22:00:00,,HDL-020
CLM-01640,settled,2022-11-21 13:00:00,,HDL-020
CLM-01641,created,2024-05-27 09:00:00,,system
CLM-01641,assigned,2024-05-27 12:00:00,{'handler_id': 'HDL-027'},system
CLM-01641,note_added,2024-05-28 09:00:00,,HDL-027
CLM-01642,created,2022-12-21 17:00:00,,system
CLM-01642,assigned,2022-12-21 19:00:00,{'handler_id': 'HDL-014'},system
CLM-01642,escalated,2022-12-23 01:00:00,,HDL-014
CLM-01642,note_added,2022-12-25 17:00:00,,HDL-014
CLM-01643,created,2023-07-24 17:00:00,,system
CLM-01643,assigned,2023-07-24 21:00:00,{'handler_id': 'HDL-048'},system
CLM-01643,settled,2023-07-25 17:00:00,,HDL-048
CLM-01644,created,2021-10-31 10:00:00,,system
CLM-01644,assigned,2021-10-31 13:00:00,{'handler_id': 'HDL-039'},system
CLM-01644,doc_requested,2021-11-04 19:00:00,,HDL-039
CLM-01644,doc_requested,2021-11-05 19:00:00,,HDL-039
CLM-01644,doc_requested,2021-11-10 02:00:00,,HDL-039
CLM-01644,contacted_customer,2021-11-13 02:00:00,,HDL-039
CLM-01644,settled,2021-11-21 10:00:00,,HDL-039
CLM-01645,created,2021-07-24 09:00:00,,system
CLM-01645,assigned,2021-07-24 12:00:00,{'handler_id': 'HDL-002'},system
CLM-01645,settled,2021-07-30 09:00:00,,HDL-002
CLM-01646,created,2022-06-16 14:00:00,,system
CLM-01646,assigned,2022-06-16 18:00:00,{'handler_id': 'HDL-002'},system
CLM-01646,note_added,2022-06-18 01:00:00,,HDL-002
CLM-01646,escalated,2022-06-20 06:00:00,,HDL-002
CLM-01646,note_added,2022-06-23 08:00:00,,HDL-002
CLM-01646,settled,2022-07-06 14:00:00,,HDL-002
CLM-01647,created,2022-01-23 11:00:00,,system
CLM-01647,assigned,2022-01-23 12:00:00,{'handler_id': 'HDL-035'},system
CLM-01647,doc_uploaded,2022-01-29 19:00:00,,HDL-035
CLM-01647,doc_uploaded,2022-02-07 01:00:00,,HDL-035
CLM-01647,contacted_customer,2022-02-09 03:00:00,,HDL-035
CLM-01647,doc_uploaded,2022-02-14 10:00:00,,HDL-035
CLM-01647,doc_requested,2022-02-20 14:00:00,,HDL-035
CLM-01647,settled,2022-03-01 11:00:00,,HDL-035
CLM-01648,created,2022-06-08 10:00:00,,system
CLM-01648,assigned,2022-06-08 13:00:00,{'handler_id': 'HDL-044'},system
CLM-01648,note_added,2022-06-09 20:00:00,,HDL-044
CLM-01648,note_added,2022-06-11 03:00:00,,HDL-044
CLM-01648,settled,2022-06-18 10:00:00,,HDL-044
CLM-01649,created,2023-03-13 17:00:00,,system
CLM-01649,assigned,2023-03-13 21:00:00,{'handler_id': 'HDL-049'},system
CLM-01649,doc_requested,2023-03-14 22:00:00,,HDL-049
CLM-01649,contacted_customer,2023-03-18 01:00:00,,HDL-049
CLM-01649,settled,2023-03-31 17:00:00,,HDL-049
CLM-01650,created,2024-04-17 17:00:00,,system
CLM-01650,assigned,2024-04-17 20:00:00,{'handler_id': 'HDL-009'},system
CLM-01650,settled,2024-04-22 17:00:00,,HDL-009
CLM-01651,created,2024-02-03 10:00:00,,system
CLM-01651,assigned,2024-02-03 13:00:00,{'handler_id': 'HDL-013'},system
CLM-01651,doc_requested,2024-02-05 16:00:00,,HDL-013
CLM-01651,settled,2024-02-17 10:00:00,,HDL-013
CLM-01652,created,2022-06-21 16:00:00,,system
CLM-01652,assigned,2022-06-21 18:00:00,{'handler_id': 'HDL-016'},system
CLM-01652,doc_requested,2022-06-22 22:00:00,,HDL-016
CLM-01652,note_added,2022-06-27 16:00:00,,HDL-016
CLM-01653,created,2021-08-25 13:00:00,,system
CLM-01653,assigned,2021-08-25 17:00:00,{'handler_id': 'HDL-040'},system
CLM-01653,note_added,2021-08-26 13:00:00,,HDL-040
CLM-01654,created,2022-12-30 13:00:00,,system
CLM-01654,assigned,2022-12-30 15:00:00,{'handler_id': 'HDL-016'},system
CLM-01654,note_added,2022-12-31 18:00:00,,HDL-016
CLM-01654,note_added,2023-01-07 13:00:00,,HDL-016
CLM-01655,created,2023-11-12 14:00:00,,system
CLM-01655,assigned,2023-11-12 15:00:00,{'handler_id': 'HDL-004'},system
CLM-01655,note_added,2023-11-13 22:00:00,,HDL-004
CLM-01655,settled,2023-11-25 14:00:00,,HDL-004
CLM-01656,created,2022-05-03 09:00:00,,system
CLM-01656,assigned,2022-05-03 13:00:00,{'handler_id': 'HDL-005'},system
CLM-01656,settled,2022-05-15 09:00:00,,HDL-005
CLM-01657,created,2023-07-05 10:00:00,,system
CLM-01657,assigned,2023-07-05 13:00:00,{'handler_id': 'HDL-030'},system
CLM-01657,escalated,2023-07-09 17:00:00,,HDL-030
CLM-01657,contacted_customer,2023-07-14 19:00:00,,HDL-030
CLM-01657,doc_requested,2023-07-18 20:00:00,,HDL-030
CLM-01657,contacted_customer,2023-07-21 23:00:00,,HDL-030
CLM-01657,doc_requested,2023-07-29 01:00:00,,HDL-030
CLM-01657,escalated,2023-08-01 06:00:00,,HDL-030
CLM-01657,note_added,2023-08-02 06:00:00,,HDL-030
CLM-01657,doc_requested,2023-08-05 06:00:00,,HDL-030
CLM-01657,settled,2023-08-09 10:00:00,,HDL-030
CLM-01658,created,2022-04-24 10:00:00,,system
CLM-01658,assigned,2022-04-24 14:00:00,{'handler_id': 'HDL-049'},system
CLM-01658,doc_requested,2022-04-25 18:00:00,,HDL-049
CLM-01658,contacted_customer,2022-04-27 00:00:00,,HDL-049
CLM-01658,settled,2022-05-02 10:00:00,,HDL-049
CLM-01659,created,2023-06-25 15:00:00,,system
CLM-01659,assigned,2023-06-25 16:00:00,{'handler_id': 'HDL-032'},system
CLM-01659,doc_uploaded,2023-06-26 21:00:00,,HDL-032
CLM-01659,doc_requested,2023-07-04 01:00:00,,HDL-032
CLM-01659,note_added,2023-07-09 02:00:00,,HDL-032
CLM-01659,doc_uploaded,2023-07-13 08:00:00,,HDL-032
CLM-01659,escalated,2023-07-21 15:00:00,,HDL-032
CLM-01659,doc_uploaded,2023-07-22 21:00:00,,HDL-032
CLM-01659,contacted_customer,2023-07-28 23:00:00,,HDL-032
CLM-01659,settled,2023-08-08 15:00:00,,HDL-032
CLM-01660,created,2023-09-18 13:00:00,,system
CLM-01660,assigned,2023-09-18 15:00:00,{'handler_id': 'HDL-050'},system
CLM-01660,settled,2023-09-29 13:00:00,,HDL-050
CLM-01661,created,2024-05-15 15:00:00,,system
CLM-01661,assigned,2024-05-15 18:00:00,{'handler_id': 'HDL-047'},system
CLM-01661,doc_requested,2024-05-16 21:00:00,,HDL-047
CLM-01661,contacted_customer,2024-05-18 04:00:00,,HDL-047
CLM-01661,doc_uploaded,2024-05-20 08:00:00,,HDL-047
CLM-01661,doc_uploaded,2024-05-22 13:00:00,,HDL-047
CLM-01661,contacted_customer,2024-05-23 14:00:00,,HDL-047
CLM-01661,note_added,2024-05-30 15:00:00,,HDL-047
CLM-01662,created,2021-12-09 12:00:00,,system
CLM-01662,assigned,2021-12-09 16:00:00,{'handler_id': 'HDL-002'},system
CLM-01662,settled,2021-12-13 12:00:00,,HDL-002
CLM-01663,created,2023-04-16 14:00:00,,system
CLM-01663,assigned,2023-04-16 17:00:00,{'handler_id': 'HDL-041'},system
CLM-01663,settled,2023-04-19 14:00:00,,HDL-041
CLM-01664,created,2023-04-18 12:00:00,,system
CLM-01664,assigned,2023-04-18 16:00:00,{'handler_id': 'HDL-047'},system
CLM-01664,settled,2023-04-24 12:00:00,,HDL-047
CLM-01665,created,2022-04-01 18:00:00,,system
CLM-01665,assigned,2022-04-01 21:00:00,{'handler_id': 'HDL-028'},system
CLM-01665,doc_uploaded,2022-04-02 21:00:00,,HDL-028
CLM-01665,settled,2022-04-07 18:00:00,,HDL-028
CLM-01666,created,2021-12-04 12:00:00,,system
CLM-01666,assigned,2021-12-04 13:00:00,{'handler_id': 'HDL-017'},system
CLM-01666,doc_uploaded,2021-12-06 20:00:00,,HDL-017
CLM-01666,contacted_customer,2021-12-10 20:00:00,,HDL-017
CLM-01666,doc_requested,2021-12-12 03:00:00,,HDL-017
CLM-01666,doc_uploaded,2021-12-16 08:00:00,,HDL-017
CLM-01666,settled,2021-12-24 12:00:00,,HDL-017
CLM-01667,created,2023-05-27 17:00:00,,system
CLM-01667,assigned,2023-05-27 21:00:00,{'handler_id': 'HDL-031'},system
CLM-01667,note_added,2023-06-08 21:00:00,,HDL-031
CLM-01667,doc_uploaded,2023-06-09 22:00:00,,HDL-031
CLM-01667,doc_requested,2023-06-15 05:00:00,,HDL-031
CLM-01667,doc_uploaded,2023-06-17 06:00:00,,HDL-031
CLM-01667,contacted_customer,2023-06-26 06:00:00,,HDL-031
CLM-01667,doc_uploaded,2023-07-06 12:00:00,,HDL-031
CLM-01667,contacted_customer,2023-07-18 16:00:00,,HDL-031
CLM-01667,settled,2023-07-25 17:00:00,,HDL-031
CLM-01668,created,2021-02-01 09:00:00,,system
CLM-01668,assigned,2021-02-01 12:00:00,{'handler_id': 'HDL-016'},system
CLM-01668,settled,2021-02-09 09:00:00,,HDL-016
CLM-01669,created,2021-09-30 16:00:00,,system
CLM-01669,assigned,2021-09-30 18:00:00,{'handler_id': 'HDL-015'},system
CLM-01669,note_added,2021-10-12 16:00:00,,HDL-015
CLM-01670,created,2021-11-14 16:00:00,,system
CLM-01670,assigned,2021-11-14 18:00:00,{'handler_id': 'HDL-019'},system
CLM-01670,denied,2021-11-17 16:00:00,,HDL-019
CLM-01671,created,2021-06-23 17:00:00,,system
CLM-01671,assigned,2021-06-23 21:00:00,{'handler_id': 'HDL-047'},system
CLM-01671,note_added,2021-06-24 17:00:00,,HDL-047
CLM-01672,created,2022-04-06 09:00:00,,system
CLM-01672,assigned,2022-04-06 13:00:00,{'handler_id': 'HDL-011'},system
CLM-01672,settled,2022-04-07 09:00:00,,HDL-011
CLM-01673,created,2024-12-18 17:00:00,,system
CLM-01673,assigned,2024-12-18 21:00:00,{'handler_id': 'HDL-019'},system
CLM-01673,settled,2024-12-24 17:00:00,,HDL-019
CLM-01674,created,2023-07-30 13:00:00,,system
CLM-01674,assigned,2023-07-30 14:00:00,{'handler_id': 'HDL-018'},system
CLM-01674,doc_uploaded,2023-07-31 21:00:00,,HDL-018
CLM-01674,denied,2023-08-13 13:00:00,,HDL-018
CLM-01675,created,2023-04-16 16:00:00,,system
CLM-01675,assigned,2023-04-16 17:00:00,{'handler_id': 'HDL-028'},system
CLM-01675,doc_uploaded,2023-04-17 17:00:00,,HDL-028
CLM-01675,note_added,2023-04-18 17:00:00,,HDL-028
CLM-01675,note_added,2023-04-20 16:00:00,,HDL-028
CLM-01676,created,2021-06-02 11:00:00,,system
CLM-01676,assigned,2021-06-02 12:00:00,{'handler_id': 'HDL-045'},system
CLM-01676,doc_uploaded,2021-06-09 15:00:00,,HDL-045
CLM-01676,doc_uploaded,2021-06-12 19:00:00,,HDL-045
CLM-01676,escalated,2021-06-14 23:00:00,,HDL-045
CLM-01676,note_added,2021-06-22 05:00:00,,HDL-045
CLM-01676,doc_requested,2021-06-27 12:00:00,,HDL-045
CLM-01676,settled,2021-07-04 11:00:00,,HDL-045
CLM-01677,created,2023-11-29 16:00:00,,system
CLM-01677,assigned,2023-11-29 19:00:00,{'handler_id': 'HDL-023'},system
CLM-01677,settled,2023-12-09 16:00:00,,HDL-023
CLM-01678,created,2022-04-10 13:00:00,,system
CLM-01678,assigned,2022-04-10 16:00:00,{'handler_id': 'HDL-037'},system
CLM-01678,doc_requested,2022-04-11 17:00:00,,HDL-037
CLM-01678,settled,2022-04-16 13:00:00,,HDL-037
CLM-01679,created,2023-09-01 13:00:00,,system
CLM-01679,assigned,2023-09-01 15:00:00,{'handler_id': 'HDL-010'},system
CLM-01679,settled,2023-09-03 13:00:00,,HDL-010
CLM-01680,created,2023-02-14 16:00:00,,system
CLM-01680,assigned,2023-02-14 17:00:00,{'handler_id': 'HDL-034'},system
CLM-01680,note_added,2023-02-16 18:00:00,,HDL-034
CLM-01680,settled,2023-03-03 16:00:00,,HDL-034
CLM-01681,created,2022-04-21 17:00:00,,system
