policy_id,policyholder_id,vehicle_id,policy_type,inception_date,expiry_date,annual_premium,coverage_limit,deductible
POL-472800F7,PH-25A45E48,VH-2829D804,fire_theft,2023-08-24,2024-08-23,186.19,20294.02,0
POL-FF225312,PH-8DC57A56,VH-044EEE0B,third_party,2021-01-16,2022-01-16,360.04,70403.29,250
POL-7ACB2BA0,PH-5808C62E,VH-E3464B7F,third_party,2023-01-22,2024-01-22,191.1,55428.54,250
POL-4D62CC87,PH-A1AFAF9E,VH-704B4EAA,third_party,2021-06-25,2022-06-25,104.67,17122.31,750
POL-6228938F,PH-08A18EED,VH-AD9AF63E,third_party,2021-08-17,2022-08-17,555.18,110377.5,500
POL-D6D59CB2,PH-4B6981AB,VH-C7010FC6,fire_theft,2022-03-19,2023-03-19,869.36,97258.19,1000
POL-7E220D6F,PH-01CE21F0,VH-92329B58,comprehensive,2022-11-30,2023-11-30,683.6,68762.31,750
POL-B06CBE48,PH-C40B0DCA,VH-2826213F,comprehensive,2021-04-23,2022-04-23,266.43,14409.06,250
POL-B57CDEDD,PH-579CC7BC,VH-ED923A38,fire_theft,2022-07-11,2023-07-11,801.51,137781.49,250
POL-8745B1F9,PH-6D6824BA,VH-8279C3C3,third_party,2021-03-31,2022-03-31,282.3,58235.42,0
POL-3B3A181B,PH-1257314D,VH-F2494AF2,comprehensive,2022-03-22,2023-03-22,107.56,9740.87,250
POL-4984EE70,PH-DEA1CF03,VH-7964CEC6,fire_theft,2021-05-23,2022-05-23,439.67,77575.38,500
POL-341E70AA,PH-DEE2671C,VH-37E6767E,comprehensive,2022-07-26,2023-07-26,91.74,10958.17,0
POL-E9DC640A,PH-EE493507,VH-74051393,comprehensive,2023-01-14,2024-01-14,311.13,31481.8,1000
POL-71D21D5D,PH-79E40079,VH-C251750A,comprehensive,2021-09-22,2022-09-22,1098.82,135971.05,250
POL-23F0A84C,PH-DC096D2E,VH-23C1F121,third_party,2021-04-24,2022-04-24,650.05,168811.6,250
POL-F7CBE460,PH-2233D1E2,VH-01FAB870,comprehensive,2022-04-07,2023-04-07,123.98,16749.09,0
POL-E6FD4DAE,PH-07411DFC,VH-3539BF8E,third_party,2022-04-19,2023-04-19,565.16,88845.77,250
POL-0805DB77,PH-35F7856E,VH-94B20152,comprehensive,2021-11-13,2022-11-13,1030.92,61235.09,500
POL-6968B08D,PH-CCBE7A06,VH-EB325479,third_party,2023-08-16,2024-08-15,136.15,25847.0,500
POL-58C27342,PH-6F9058A9,VH-47A7719F,fire_theft,2023-12-28,2024-12-27,274.63,44292.01,1000
POL-4EB95D7E,PH-0B893C7C,VH-239EE64A,fire_theft,2021-06-04,2022-06-04,620.71,75817.49,500
POL-C89F68F7,PH-87A36D10,VH-CE4D1C53,third_party,2023-11-11,2024-11-10,40.3,5081.15,1000
POL-770763CF,PH-5A7CADC8,VH-85498B92,comprehensive,2021-02-18,2022-02-18,181.19,14020.99,750
POL-B537FA44,PH-B2548AB2,VH-B6980199,third_party,2021-06-10,2022-06-10,51.67,6983.59,1000
POL-6116B740,PH-593DB7C1,VH-DAB99EB0,third_party,2023-08-16,2024-08-15,63.91,12191.08,500
POL-BB54E524,PH-4F418B97,VH-61A08212,fire_theft,2021-11-05,2022-11-05,531.14,50353.13,0
POL-0548E67C,PH-0D29B154,VH-5ED7E0FB,third_party,2023-08-01,2024-07-31,98.84,17623.85,750
POL-8AA72922,PH-6E3C94C0,VH-A7F022B0,comprehensive,2023-07-17,2024-07-16,471.16,37576.9,750
POL-1E2C1D17,PH-40A4B5E4,VH-9A00C1DE,third_party,2023-07-14,2024-07-13,243.38,28519.07,0
POL-962E1CB3,PH-3468BFF0,VH-C756AB35,third_party,2021-10-26,2022-10-26,83.83,9628.94,500
POL-A124ECAA,PH-6C439709,VH-0936DAF7,comprehensive,2023-04-29,2024-04-28,553.32,66621.13,250
POL-81903678,PH-7F6C64FD,VH-B496CEB3,fire_theft,2022-09-12,2023-09-12,684.44,63540.35,750
POL-EFB8F08B,PH-7060101F,VH-189C52FA,third_party,2021-12-21,2022-12-21,199.96,52794.84,0
POL-9B4435BA,PH-8638285F,VH-2FB18439,third_party,2021-06-16,2022-06-16,409.52,123624.86,0
POL-0A025A30,PH-90B8558A,VH-4AB2F428,comprehensive,2022-08-28,2023-08-28,521.41,45990.21,750
POL-19C3BDB8,PH-E490F203,VH-E2DA1F74,comprehensive,2022-07-21,2023-07-21,1050.2,51756.88,1000
POL-E8205B45,PH-ED184254,VH-7DFD7612,fire_theft,2021-12-11,2022-12-11,730.23,78378.23,500
POL-7CEAB066,PH-390CF5D2,VH-CAC524CE,comprehensive,2023-02-03,2024-02-03,115.51,13106.93,500
POL-1518BB76,PH-4E745850,VH-099E1C08,comprehensive,2023-03-17,2024-03-16,330.36,26235.51,750
POL-DF477C58,PH-630CAE91,VH-7DDFB61D,comprehensive,2021-06-15,2022-06-15,549.95,54643.79,250
POL-48786367,PH-7D6D41A2,VH-103C2A35,comprehensive,2021-03-09,2022-03-09,609.77,49121.06,250
POL-5070462F,PH-6C93A02A,VH-739EF12D,fire_theft,2021-05-28,2022-05-28,243.21,22188.86,1000
POL-51C9B8DA,PH-27794674,VH-63134FEE,third_party,2022-05-31,2023-05-31,320.5,29963.31,500
POL-6160B60F,PH-9C6F415D,VH-048631D0,third_party,2021-09-19,2022-09-19,135.59,17332.03,1000
POL-A91967CF,PH-71D975F4,VH-DBA9A9D7,comprehensive,2023-10-03,2024-10-02,169.19,24433.99,250
POL-58F22781,PH-233E760D,VH-3D6BBE6D,third_party,2021-07-27,2022-07-27,27.89,6686.78,500
POL-6951F8E8,PH-A58DECC7,VH-23C8B3F0,third_party,2023-09-11,2024-09-10,156.51,15969.87,500
POL-F04D9192,PH-52F27F92,VH-D759A0F8,comprehensive,2021-02-07,2022-02-07,216.08,19904.36,0
POL-58DE7835,PH-932BDCC6,VH-EC05C645,fire_theft,2023-03-18,2024-03-17,325.1,32286.63,500
POL-8EDF85CF,PH-27AD2E3B,VH-E3E67803,fire_theft,2021-08-21,2022-08-21,105.83,21205.15,0
POL-56D17464,PH-EB08822A,VH-DD3C55A5,comprehensive,2021-02-06,2022-02-06,910.36,61535.26,250
POL-25E101F2,PH-1BC183DD,VH-AD00CB17,third_party,2022-07-07,2023-07-07,77.72,16545.2,0
POL-24DA2BA7,PH-924D1A6B,VH-7CEEFDBD,comprehensive,2023-05-03,2024-05-02,425.1,27026.39,750
POL-D453EDDB,PH-E5B857EC,VH-668AAFAF,fire_theft,2023-01-02,2024-01-02,188.74,23548.38,1000
POL-ECD20624,PH-57D953D7,VH-AD1A9F25,third_party,2022-12-08,2023-12-08,149.67,22377.96,0
POL-E70DB4C7,PH-334C51B6,VH-EA5ED1C9,comprehensive,2021-09-07,2022-09-07,188.56,12883.47,250
POL-02D11CB7,PH-D85C603F,VH-9338FB5E,fire_theft,2023-08-07,2024-08-06,684.76,51791.82,250
POL-AC50DFB3,PH-4F097D39,VH-5BDEB20D,comprehensive,2023-11-25,2024-11-24,816.01,118636.37,500
POL-659A5DBE,PH-6113D1B0,VH-3A59DCBC,comprehensive,2023-05-06,2024-05-05,459.57,38552.77,500
POL-B6CD175D,PH-D2A80E44,VH-E945DDAA,fire_theft,2023-04-21,2024-04-20,104.89,11632.17,750
POL-8EEFD0C5,PH-72F5BF3A,VH-7CD515F6,comprehensive,2022-08-17,2023-08-17,387.26,40324.37,0
POL-98BA56BD,PH-449761CE,VH-43EC6FB1,comprehensive,2021-01-17,2022-01-17,539.66,28367.84,250
POL-D2CA27B4,PH-09F3725E,VH-2D9A9918,third_party,2021-04-25,2022-04-25,121.13,18957.88,0
POL-00C62FB1,PH-98867C42,VH-184A4F04,third_party,2022-03-16,2023-03-16,97.75,11206.31,500
POL-78384840,PH-3693A0F0,VH-602F937A,fire_theft,2022-04-18,2023-04-18,289.93,43435.65,250
POL-76CE22D6,PH-02C0BD92,VH-D66157F4,comprehensive,2022-09-25,2023-09-25,560.98,69146.23,750
POL-B69FAE2C,PH-426422DD,VH-CFBBB2AF,third_party,2023-12-22,2024-12-21,158.28,21906.92,500
POL-888B9376,PH-18C92246,VH-06D371BB,third_party,2023-03-06,2024-03-05,216.4,40653.72,750
POL-50B3E3D1,PH-84D532F5,VH-7F85495F,third_party,2022-03-18,2023-03-18,313.01,45128.79,1000
POL-B9F24294,PH-E41ABE61,VH-77411A00,third_party,2021-10-25,2022-10-25,502.02,105097.37,750
POL-C9C8F6D2,PH-B2A56B59,VH-13907289,third_party,2023-10-28,2024-10-27,173.75,23240.97,250
POL-1A1E41E1,PH-EDC44EEB,VH-3E9640DA,third_party,2021-12-27,2022-12-27,150.7,33818.25,1000
POL-7300E6E5,PH-58A1C2FE,VH-D905DB97,comprehensive,2022-01-12,2023-01-12,690.41,50571.5,0
POL-5EE61D8B,PH-D81DB707,VH-13CEC56E,comprehensive,2022-09-06,2023-09-06,194.57,17509.0,500
POL-13F66CF8,PH-B589BD01,VH-0A281C0D,third_party,2022-07-31,2023-07-31,354.87,54825.93,1000
POL-90E3440D,PH-B5202A5D,VH-4D3015F2,comprehensive,2023-07-02,2024-07-01,955.19,69946.46,1000
POL-4A3CB7CF,PH-E06BD29A,VH-D13C8099,third_party,2021-08-28,2022-08-28,252.11,32368.7,500
POL-B19FB8DA,PH-BF747C64,VH-B33D3598,comprehensive,2022-01-31,2023-01-31,1065.68,70938.8,500
POL-223BD08F,PH-7748EA30,VH-E169EFF0,third_party,2022-01-03,2023-01-03,72.24,7683.49,750
POL-2D4CA3BE,PH-76ECAFCD,VH-2668BE04,third_party,2022-03-01,2023-03-01,128.66,17968.77,500
POL-8580CC3A,PH-6AFC398A,VH-B312ECB8,third_party,2022-07-26,2023-07-26,54.74,12237.2,1000
POL-B96940DD,PH-9F54EE86,VH-251B78BC,third_party,2022-08-20,2023-08-20,364.62,81964.03,750
POL-4DB1F931,PH-86AC5834,VH-926F779C,comprehensive,2022-03-16,2023-03-16,152.87,22743.9,250
POL-89EA1353,PH-89932955,VH-CDB1D70A,third_party,2022-03-20,2023-03-20,116.77,21591.31,1000
POL-90F25DBC,PH-2759CA1D,VH-6CD91880,comprehensive,2022-07-13,2023-07-13,254.22,17821.67,250
POL-A950A443,PH-DD0164EC,VH-CCF6A008,fire_theft,2023-11-28,2024-11-27,820.54,133344.37,250
POL-BA6C50AF,PH-BA293444,VH-B1AC6B37,comprehensive,2021-06-28,2022-06-28,339.0,39825.63,500
POL-7D726928,PH-4E4D2368,VH-7F4FFA6B,comprehensive,2021-04-26,2022-04-26,345.93,30011.05,250
POL-AC73DCC8,PH-92FC06E0,VH-F3B33F78,third_party,2022-09-19,2023-09-19,142.94,19127.97,250
POL-0AECFA09,PH-3AE35112,VH-985ED98C,third_party,2021-06-18,2022-06-18,92.1,18555.97,1000
POL-3BD7D1D3,PH-12D215EB,VH-71BFB3D3,third_party,2023-12-27,2024-12-26,348.67,38362.66,1000
POL-D6891651,PH-CE527685,VH-66543B71,comprehensive,2023-06-18,2024-06-17,250.63,27467.41,500
POL-EBE0E700,PH-EA9BCD43,VH-9E6A3DE6,comprehensive,2022-05-05,2023-05-05,494.13,37112.84,750
POL-EB8C7E24,PH-8B555EAB,VH-3756DDAC,third_party,2022-11-04,2023-11-04,350.82,43749.88,500
POL-6DFAF956,PH-AFFEE12F,VH-0A785905,fire_theft,2022-01-23,2023-01-23,163.12,34435.32,0
POL-71866386,PH-9DB4184F,VH-2176A08A,third_party,2022-04-03,2023-04-03,248.9,44269.56,250
POL-78C5194D,PH-570745A7,VH-0FF8AA0C,comprehensive,2023-02-16,2024-02-16,665.34,51186.64,500
POL-F36117EC,PH-E01FBB0A,VH-B3794745,comprehensive,2023-03-13,2024-03-12,441.26,29439.82,750
POL-12204AC2,PH-BAC732A6,VH-E7FEC5C2,comprehensive,2023-06-28,2024-06-27,1793.26,184744.27,250
POL-939ECB89,PH-23B2FAB0,VH-D2D2D1F6,fire_theft,2023-05-28,2024-05-27,263.5,25396.22,250
POL-89F47F3B,PH-65447A6A,VH-3A6B03CA,comprehensive,2023-01-24,2024-01-24,503.52,54092.69,250
POL-C8DBD53B,PH-FDD978C6,VH-7DCE3D4B,third_party,2022-11-01,2023-11-01,188.44,51662.88,1000
POL-77595AAC,PH-D3CDF1C8,VH-E1B91D7F,third_party,2023-03-03,2024-03-02,354.68,71685.42,0
POL-BCCC8FC2,PH-54677315,VH-CDE11389,third_party,2023-09-17,2024-09-16,110.83,25675.96,750
POL-EDCE7AE2,PH-288A0E4D,VH-95A1C6C8,fire_theft,2021-02-27,2022-02-27,628.68,50245.0,500
POL-679B0C9D,PH-823B9595,VH-EFA47323,third_party,2023-01-16,2024-01-16,382.6,98728.73,500
POL-C767296D,PH-02E32BE8,VH-2C1393C0,third_party,2021-12-31,2022-12-31,351.3,85635.01,250
POL-CC411A53,PH-B1769832,VH-9F6FB485,third_party,2021-07-18,2022-07-18,15.69,1525.46,0
POL-459CB468,PH-136EBCD8,VH-BE0CAA0D,comprehensive,2022-09-06,2023-09-06,1108.63,108153.76,500
POL-A06B2193,PH-E683E8AF,VH-5503614A,third_party,2021-01-06,2022-01-06,169.71,40193.28,0
POL-D46D4201,PH-3FDCDC94,VH-CC116BEC,fire_theft,2021-01-22,2022-01-22,115.26,12649.06,0
POL-93B7F1B8,PH-65C70941,VH-1D0B801F,third_party,2022-01-16,2023-01-16,195.8,38946.16,250
POL-FE848240,PH-0D8E5A0E,VH-96293148,fire_theft,2022-11-24,2023-11-24,285.26,29769.31,250
POL-941800AC,PH-0F2FB85E,VH-92007018,fire_theft,2021-12-02,2022-12-02,162.96,29332.13,750
POL-26B565A6,PH-9C1800CD,VH-4C6887DF,fire_theft,2022-09-06,2023-09-06,258.42,37732.13,1000
POL-0A51BFA7,PH-98E19EB2,VH-476DB6B3,comprehensive,2022-12-03,2023-12-03,416.92,30304.46,1000
POL-D921CE96,PH-049128CB,VH-85DADC3B,third_party,2021-09-24,2022-09-24,417.86,72694.51,750
POL-36D52924,PH-6DC3EA5A,VH-DB772413,third_party,2022-05-25,2023-05-25,128.34,25718.01,0
POL-B467F5DE,PH-4AB6FCED,VH-9D9F20CB,comprehensive,2021-01-10,2022-01-10,508.19,29744.19,0
POL-2CE3D481,PH-3A00AA80,VH-50A3DF94,comprehensive,2022-10-04,2023-10-04,237.38,26218.58,500
POL-6231FF76,PH-8AE61BD7,VH-C1A7454C,third_party,2022-08-25,2023-08-25,558.59,124632.97,250
POL-FADBE92B,PH-E62E90D1,VH-4883490D,third_party,2021-05-13,2022-05-13,398.26,53858.74,250
POL-AE6DBB7D,PH-BD25BDA9,VH-DAE5AE87,third_party,2023-01-04,2024-01-04,114.31,16961.28,750
POL-5AC62731,PH-E68BFB7D,VH-3A4C238F,third_party,2022-08-14,2023-08-14,457.65,122026.05,250
POL-C5D9E157,PH-8BDDC614,VH-BEF8D240,comprehensive,2021-04-26,2022-04-26,643.68,35547.03,0
POL-47D9CE97,PH-12DBC7FC,VH-110BDA1B,third_party,2023-02-15,2024-02-15,152.55,14649.36,750
POL-7586F124,PH-B20CF217,VH-1DD30832,fire_theft,2021-11-08,2022-11-08,244.88,25594.88,0
POL-04D3E9CF,PH-971C82EC,VH-489E4DF8,third_party,2022-02-18,2023-02-18,362.03,65595.91,500
POL-4F2CC6FE,PH-5D21EDF4,VH-E3EE2CBD,fire_theft,2022-05-21,2023-05-21,581.98,56332.8,750
POL-327AE784,PH-3906719A,VH-1A0DF3DB,third_party,2021-11-08,2022-11-08,118.96,18793.45,750
POL-BE25D8D3,PH-2B73B6E9,VH-C9B2AC47,comprehensive,2022-11-11,2023-11-11,464.58,22521.29,500
POL-462BDF24,PH-49188E38,VH-A7DD8894,third_party,2023-11-07,2024-11-06,124.75,15830.22,1000
POL-856F3AC7,PH-DC5A4035,VH-5E560BA2,comprehensive,2022-01-29,2023-01-29,921.32,100096.05,750
POL-FC3EC0D1,PH-8E5F3957,VH-153E987C,third_party,2021-04-12,2022-04-12,160.97,24481.61,250
POL-0CB5C48E,PH-048BB12C,VH-7ED5FD21,fire_theft,2022-08-08,2023-08-08,91.92,16051.67,1000
POL-DF8A1393,PH-8421B577,VH-7346157D,third_party,2021-02-28,2022-02-28,457.92,92733.31,1000
POL-2E9D9ACF,PH-95B1C57E,VH-041671FF,third_party,2022-01-07,2023-01-07,266.15,69170.51,0
POL-D5EDCC71,PH-908C9C1F,VH-4F8AFEA6,fire_theft,2023-03-11,2024-03-10,202.85,42645.5,250
POL-579C8AB8,PH-A10D34FD,VH-C7918AD9,comprehensive,2023-03-06,2024-03-05,150.87,19016.63,1000
POL-C7D08CED,PH-B178E4D3,VH-A2BAF75A,third_party,2021-07-07,2022-07-07,195.22,27344.71,250
POL-5FDB1CEB,PH-1CC62ADC,VH-62E67B05,comprehensive,2022-07-16,2023-07-16,320.26,40156.79,0
POL-4D769B37,PH-B29F278D,VH-75A7697A,third_party,2021-12-18,2022-12-18,304.4,74808.93,1000
POL-22379A7F,PH-389033FA,VH-15B4C64F,third_party,2022-03-22,2023-03-22,180.84,40196.56,1000
POL-0E57CED1,PH-0C4B7BEB,VH-A8503260,comprehensive,2021-07-07,2022-07-07,76.82,6182.96,750
POL-E03E3BC5,PH-8EAF056D,VH-822911FC,comprehensive,2023-11-01,2024-10-31,1091.35,109344.11,0
POL-5BE9391C,PH-4411953F,VH-8C1F60F4,fire_theft,2023-02-08,2024-02-08,354.8,58106.04,0
POL-DE5D876D,PH-B0122D29,VH-5FD6FC54,fire_theft,2021-07-17,2022-07-17,421.81,72927.87,0
POL-8ADC08E3,PH-5DD1F9C9,VH-73CBB402,fire_theft,2022-10-18,2023-10-18,850.19,59025.07,500
POL-151DAC6C,PH-F089B3E1,VH-EBB38969,fire_theft,2022-07-16,2023-07-16,552.76,55945.76,750
POL-63F608C8,PH-DED4108E,VH-E0621A0A,comprehensive,2023-08-29,2024-08-28,961.21,111224.95,1000
POL-DA356E2F,PH-1E3D8C3D,VH-1C930AC9,fire_theft,2022-05-13,2023-05-13,173.68,31923.0,0
POL-86A87725,PH-C4D79FE1,VH-D83E6D92,third_party,2023-11-04,2024-11-03,351.41,66479.71,750
POL-B42C0F78,PH-90EA1064,VH-6BA41DBC,third_party,2022-08-08,2023-08-08,184.44,22631.46,500
POL-00D890BE,PH-758D3320,VH-6A707047,fire_theft,2021-08-22,2022-08-22,67.45,11858.85,1000
POL-0F8ADA93,PH-D6867913,VH-C3E5E8F3,comprehensive,2023-08-16,2024-08-15,80.52,5043.71,0
POL-15B49EFE,PH-936E3957,VH-4F5D2027,third_party,2023-08-16,2024-08-15,73.69,7339.11,0
POL-0DEF47D9,PH-CB7511E1,VH-77946899,third_party,2021-09-15,2022-09-15,224.72,44958.33,750
POL-1E594D5D,PH-86945710,VH-0FE175A1,third_party,2021-07-15,2022-07-15,118.61,21776.53,500
POL-1AD7AC15,PH-0DDE2280,VH-EF5DB425,fire_theft,2022-01-17,2023-01-17,207.58,36478.75,500
POL-1ECAA1C5,PH-9B169A4D,VH-B31AC6A8,fire_theft,2022-03-22,2023-03-22,479.49,46163.08,750
POL-BC85457E,PH-453BD895,VH-EF333291,third_party,2022-02-14,2023-02-14,95.26,15191.73,500
POL-73416A8F,PH-F50447E7,VH-30F3AA24,third_party,2023-03-11,2024-03-10,379.51,74916.12,0
POL-FBB2E25B,PH-E57F0BAF,VH-7A406793,third_party,2022-01-13,2023-01-13,90.54,15189.79,500
POL-D0A77E35,PH-23F4A7B7,VH-47AE3C47,comprehensive,2022-02-12,2023-02-12,115.67,12176.02,1000
POL-2322EC54,PH-3568482C,VH-BA9BF78C,fire_theft,2023-07-19,2024-07-18,328.28,33947.42,1000
POL-C99FF79E,PH-96D35E7E,VH-019350D4,third_party,2021-06-22,2022-06-22,65.2,9888.64,1000
POL-5A4C54DC,PH-29F10C41,VH-9D619239,third_party,2022-05-01,2023-05-01,41.2,6086.05,1000
POL-D5AC6F3F,PH-B857395A,VH-B4FD2C3D,fire_theft,2021-07-10,2022-07-10,182.05,30068.89,250
POL-065F342A,PH-4CC041C7,VH-E2FC135F,third_party,2023-12-01,2024-11-30,38.1,6227.38,750
POL-1B666C05,PH-8D2EAE0C,VH-B1B4ED19,fire_theft,2022-02-22,2023-02-22,284.2,54475.8,250
POL-3A0FA535,PH-0FEA1C66,VH-CE0605EE,comprehensive,2022-12-23,2023-12-23,375.59,33313.31,0
POL-A7C58079,PH-4FA4D7C6,VH-D0C52692,third_party,2021-01-05,2022-01-05,385.21,54861.27,0
POL-C515CB63,PH-60188591,VH-C1A13360,fire_theft,2023-04-09,2024-04-08,116.84,17961.01,750
POL-A8B52CD0,PH-1B1D965F,VH-77419E63,fire_theft,2023-12-17,2024-12-16,178.22,32896.38,0
POL-2E32CC61,PH-00CCDB8E,VH-E26AA533,comprehensive,2023-02-18,2024-02-18,711.66,50932.45,750
POL-39E5A892,PH-AB227DC1,VH-81A5A7F6,comprehensive,2022-01-20,2023-01-20,243.57,23920.0,1000
POL-FEF204A8,PH-5AE89C73,VH-C5FD3457,comprehensive,2023-09-15,2024-09-14,1205.85,85216.03,750
POL-053D5872,PH-C2F71F2A,VH-A4D7429E,comprehensive,2021-05-13,2022-05-13,130.91,13045.15,1000
POL-51FF88D2,PH-6C2FB68D,VH-693D9B9D,fire_theft,2021-08-10,2022-08-10,284.16,35219.81,0
POL-FC0BD84A,PH-67CAA025,VH-39F7BD28,comprehensive,2021-12-03,2022-12-03,270.68,26448.64,500
POL-4C729A02,PH-1D4A8D47,VH-08F9CDF6,comprehensive,2023-03-13,2024-03-12,1110.81,129231.77,250
POL-163DB590,PH-7E85BACB,VH-C3422D2A,fire_theft,2021-10-18,2022-10-18,295.66,42975.61,1000
POL-020EAC22,PH-0186EB51,VH-016F8AF1,third_party,2021-10-03,2022-10-03,602.79,109049.15,0
POL-25231917,PH-6E6AA07D,VH-C4E78D65,comprehensive,2021-03-02,2022-03-02,253.81,16384.21,250
POL-481E2922,PH-D99F046B,VH-67371791,fire_theft,2022-05-12,2023-05-12,1001.02,88335.49,750
POL-3CDE1057,PH-16C00D96,VH-87499ED3,fire_theft,2021-02-02,2022-02-02,231.52,34409.83,750
POL-B0E4BC8F,PH-89F38FB9,VH-90C4E6D9,third_party,2021-06-17,2022-06-17,83.92,16677.41,750
POL-45FCDF09,PH-09CDDE03,VH-E055B566,fire_theft,2023-02-25,2024-02-25,181.88,31740.33,1000
POL-EA5EADFF,PH-F4D31580,VH-EEEE45FC,comprehensive,2023-06-10,2024-06-09,111.84,8051.85,0
POL-6C9FA645,PH-3124712D,VH-C3BD785D,third_party,2022-03-27,2023-03-27,45.04,8147.04,250
POL-1C7D9521,PH-5560CCE6,VH-0BB993C7,third_party,2023-02-18,2024-02-18,141.73,34931.35,1000
POL-4821A251,PH-5A03419C,VH-1E9ADFD7,comprehensive,2022-07-09,2023-07-09,590.41,28913.07,0
POL-F7D311A0,PH-568CF76B,VH-09F4E809,comprehensive,2021-12-29,2022-12-29,452.8,61032.04,750
POL-8B7003DA,PH-25883A08,VH-07946819,fire_theft,2021-01-14,2022-01-14,197.5,16348.76,1000
POL-9E22A926,PH-C9497AD7,VH-F2C9EB2F,comprehensive,2022-10-17,2023-10-17,564.7,81608.92,500
POL-46C86F20,PH-CD863CA8,VH-CD1E95AB,third_party,2023-12-03,2024-12-02,366.19,49406.47,750
POL-D8793A99,PH-90DA1F33,VH-C96A7892,third_party,2021-05-13,2022-05-13,44.44,5995.51,500
POL-D16CFB0A,PH-B7EE9870,VH-59955524,fire_theft,2022-09-16,2023-09-16,61.39,9373.9,500
POL-599F923A,PH-F8BDFE4D,VH-FB0401F0,comprehensive,2021-04-12,2022-04-12,774.92,79945.68,0
POL-94D6F0A5,PH-C3413913,VH-EA075606,third_party,2022-03-08,2023-03-08,221.97,37518.37,500
POL-536DADDC,PH-E44B3444,VH-AFBCD650,third_party,2023-05-12,2024-05-11,286.93,70330.73,1000
POL-817FEBB3,PH-1F293E67,VH-50935159,comprehensive,2022-12-16,2023-12-16,735.03,39776.82,1000
POL-B20C1C77,PH-F2E76F94,VH-26489461,third_party,2022-12-02,2023-12-02,83.28,20486.87,250
POL-6755A20E,PH-A6316DE6,VH-9A8C96F1,third_party,2021-12-03,2022-12-03,200.64,47461.68,0
POL-0EF1BE90,PH-C7F3AF55,VH-7D89B55E,third_party,2022-06-16,2023-06-16,441.07,72992.95,750
POL-F4275DFE,PH-5161946E,VH-3324ED5A,comprehensive,2023-05-25,2024-05-24,253.14,23095.67,1000
POL-76FE2FF1,PH-6615BDB9,VH-6967D675,third_party,2023-12-14,2024-12-13,117.6,18513.12,500
POL-60D0237F,PH-AAA40F96,VH-86AF4ABA,third_party,2021-06-18,2022-06-18,318.68,73206.74,250
POL-553E2453,PH-D398AEE2,VH-76871CB0,comprehensive,2021-04-13,2022-04-13,56.37,4721.73,750
POL-75A2DE52,PH-4AAA4776,VH-28230EEB,comprehensive,2022-03-25,2023-03-25,586.77,58693.08,0
POL-B9A94BAE,PH-7152C797,VH-7D3ADE15,fire_theft,2023-05-21,2024-05-20,390.01,84573.46,250
POL-9C17C8EF,PH-59BFC2A3,VH-C03C0368,fire_theft,2022-05-17,2023-05-17,453.62,79683.43,1000
POL-86CC9E77,PH-B4376638,VH-9980F20B,fire_theft,2021-06-21,2022-06-21,536.96,95617.37,0
POL-B3CEFAE6,PH-59471839,VH-CB5AE4DB,comprehensive,2021-05-24,2022-05-24,985.22,51486.19,250
POL-A5F4E6B5,PH-94C489C7,VH-50EF2756,third_party,2023-12-22,2024-12-21,226.07,25312.05,250
POL-FAEBB949,PH-38169E4C,VH-98B6F733,fire_theft,2022-01-20,2023-01-20,364.87,64312.27,1000
POL-4BD5B213,PH-C3ED4CEE,VH-D34FC7D1,comprehensive,2022-06-17,2023-06-17,847.96,89208.23,500
POL-5AD28B55,PH-8F11EC35,VH-3AFF3BA7,third_party,2022-07-20,2023-07-20,178.02,56702.3,0
POL-8F093340,PH-7AD4FB0C,VH-D36F089A,comprehensive,2022-06-29,2023-06-29,469.71,39025.55,0
POL-2D525BDB,PH-B2705000,VH-D3CF3146,third_party,2023-01-15,2024-01-15,113.51,17341.16,500
POL-F6C299AD,PH-80E3F551,VH-697764F9,fire_theft,2023-12-17,2024-12-16,956.17,73944.78,0
POL-D3C2DF44,PH-333538D3,VH-573B0974,fire_theft,2023-10-08,2024-10-07,168.0,27612.0,1000
POL-7FC7D437,PH-CD523AAE,VH-2906015F,comprehensive,2023-09-05,2024-09-04,293.63,25572.43,1000
POL-6FF755DE,PH-9611EFEA,VH-159B336E,fire_theft,2022-06-22,2023-06-22,96.91,16370.29,0
POL-25527F4A,PH-0746DCB2,VH-2ABF8977,third_party,2022-10-24,2023-10-24,354.13,59744.41,0
POL-FCA9AE95,PH-29D9FBC8,VH-EF1FBD4D,comprehensive,2023-10-23,2024-10-22,311.18,47663.99,1000
POL-BF72033D,PH-1BC6B9F3,VH-5D8F63AF,comprehensive,2023-07-06,2024-07-05,149.34,9766.42,0
POL-9BE882DB,PH-D134C4AB,VH-E78739A0,comprehensive,2021-01-02,2022-01-02,533.15,42098.97,500
POL-F8580A18,PH-E6D60C72,VH-17F8283D,third_party,2021-01-10,2022-01-10,425.06,61260.64,1000
POL-954F00F1,PH-2B37E022,VH-26E3EA55,comprehensive,2022-11-23,2023-11-23,72.97,10027.05,750
POL-69D5ACF4,PH-96BF0535,VH-66AB9DFE,third_party,2022-01-18,2023-01-18,336.79,88013.96,250
POL-FF604BA7,PH-78A707B8,VH-ED4EC996,third_party,2021-12-12,2022-12-12,139.42,25738.98,1000
POL-E608E67B,PH-5517EC2D,VH-C6416898,comprehensive,2022-12-07,2023-12-07,1115.41,91493.9,250
