vehicle_id,policyholder_id,make,model,year,fuel_type,estimated_value,plate_number
VH-1F9FBADC,PH-AC086650,Fiat,500,2011,petrol,5529.54,AP333HW
VH-F540E71B,PH-785E5EB8,Toyota,Yaris,2015,electric,3325.24,UZ043GE
VH-0A2CD269,PH-3C46F402,Renault,Clio,2024,diesel,11732.66,TP889ON
VH-8C55A5E7,PH-F03F5740,Ford,Fiesta,2011,hybrid,5127.93,NF696QS
VH-D690FFC1,PH-E0880070,Lancia,Ypsilon,2024,electric,10022.9,WZ465LZ
VH-7153491C,PH-BBF7E59B,Fiat,Panda,2014,diesel,3838.89,HK125RL
VH-E2351040,PH-E46C68F6,Opel,Corsa,2022,diesel,20005.67,ZR187SE
VH-60D392DF,PH-12810F6D,Renault,Clio,2020,diesel,6832.22,DZ583TH
VH-204CD1D9,PH-278E3972,Opel,Corsa,2022,diesel,16106.49,IS977BO
VH-15D9C9D4,PH-B4188003,Mercedes-Benz,GLA,2023,hybrid,23674.49,CF780AR
VH-A78925C9,PH-1426D7E3,Lancia,Ypsilon,2018,diesel,8687.68,PW514EC
VH-C9AF3C9C,PH-1F30EABC,Fiat,Panda,2015,diesel,5360.38,XA762WT
VH-EB1831E1,PH-A8121814,Fiat,Panda,2023,hybrid,10722.55,GV845OJ
VH-BCC5B3DE,PH-DD8F39C6,Toyota,Corolla,2019,diesel,9735.17,SZ289QN
VH-5C88F5E0,PH-9B99A826,Volkswagen,T-Roc,2019,petrol,17881.41,AT591BW
VH-A26A97D2,PH-613AC37B,Citroen,C3,2018,hybrid,3518.5,TC233QN
VH-109FC934,PH-FB331D51,Fiat,Panda,2017,diesel,7112.23,FA151UP
VH-E602650F,PH-76EA649D,Fiat,Panda,2018,diesel,6803.04,MS666WV
VH-0381551D,PH-5ED8ADEF,BMW,Serie 3,2022,diesel,34454.71,EK452FD
VH-AECF73E0,PH-1DCDA9C1,Jeep,Renegade,2017,petrol,12597.47,IP463CF
VH-6DF51A5E,PH-B8E8EF2E,Opel,Corsa,2016,diesel,6134.24,LU571UC
VH-0CA3F275,PH-5E63031A,Fiat,500,2010,petrol,1119.02,AT051BR
VH-23A45E34,PH-867C07AF,Fiat,Tipo,2023,petrol,20310.84,AQ564AA
VH-AFA68594,PH-9D914BC4,Toyota,RAV4,2019,hybrid,18479.61,ZS123SL
VH-05BDA42A,PH-73A98479,Renault,Captur,2020,petrol,18184.36,FR129GL
VH-C2C423FF,PH-BABB1FF3,BMW,X1,2018,hybrid,21624.93,SF282OW
VH-4C1B300E,PH-776C92D4,Citroen,C3,2021,hybrid,11684.47,AT144BR
VH-84EC8FCC,PH-CCC09955,Citroen,C3,2019,diesel,7977.65,LV821FS
VH-157257A8,PH-D51604CD,Volkswagen,Golf,2019,diesel,12106.68,GT578ET
VH-C3A0859A,PH-AC902943,Renault,Clio,2017,diesel,3766.58,ZO815DV
VH-C3302025,PH-0C23569B,Mercedes-Benz,Classe A,2015,electric,13989.3,LE360HP
VH-A98707E2,PH-62B91443,Fiat,Panda,2018,hybrid,3631.13,BP918ZV
VH-7968494A,PH-61CFEC62,Mercedes-Benz,Classe A,2015,petrol,12574.83,VU998KQ
VH-3A45E821,PH-240FAAF0,Fiat,Panda,2024,electric,8660.4,YR452UG
VH-07F51B38,PH-10C5FF45,Renault,Clio,2016,petrol,7505.55,YG666JU
VH-40DCC629,PH-CC5C3396,Alfa Romeo,Giulietta,2014,hybrid,3191.7,CP158AP
VH-BE6A7496,PH-0783F447,Lancia,Ypsilon,2024,petrol,7695.94,TM408JP
VH-A06948EE,PH-29D5236D,Alfa Romeo,Giulietta,2016,hybrid,9027.83,GC982JS
VH-16928D38,PH-75C83291,Fiat,Tipo,2020,petrol,14089.71,XB046RA
VH-D9565CB8,PH-0E509DC9,Dacia,Sandero,2019,diesel,7947.49,LR688BV
VH-298F0163,PH-4981C8F6,Volkswagen,T-Roc,2021,hybrid,28706.52,QL031VW
VH-4A7F3549,PH-77B31991,Volkswagen,Golf,2013,diesel,2530.41,FH137WK
VH-5F9E0773,PH-5B32A350,BMW,X1,2017,hybrid,10297.16,SU063TA
VH-2519C234,PH-A5916A10,Toyota,Yaris,2016,diesel,8682.0,JA526HV
VH-3072A153,PH-AB12F9AB,Fiat,Punto,2009,electric,2949.68,LM293BE
VH-FE60C55B,PH-9D256C0A,Volkswagen,T-Roc,2022,petrol,33021.64,NV434SW
VH-982DE338,PH-F71315B3,Renault,Clio,2015,diesel,6068.29,WA643NN
VH-C0EE38FC,PH-13706414,Renault,Clio,2014,diesel,5217.33,IT607AU
VH-29B64973,PH-2269B3CB,Volkswagen,T-Roc,2020,petrol,22393.04,VW112HC
VH-4379E0F6,PH-F163305A,Fiat,Panda,2021,hybrid,7897.11,CF246RK
VH-461A88F4,PH-E6731531,Peugeot,208,2019,electric,16551.41,RJ411JS
VH-014AE1F9,PH-5AB69479,BMW,X1,2022,diesel,40159.26,GC328RP
VH-C4E8071E,PH-A92EA5EF,Toyota,Corolla,2017,hybrid,7423.68,PP306DD
VH-343EE2BD,PH-9D3A0907,Hyundai,i20,2024,diesel,6469.97,CY136WZ
VH-43ED946E,PH-E389DC63,Opel,Corsa,2014,hybrid,4643.6,OX908EO
VH-44550B43,PH-D5614937,Fiat,500,2011,diesel,6557.7,YG090XK
VH-181756B5,PH-DC78C7B6,Fiat,Panda,2021,petrol,5053.05,KI730FL
VH-1697AF56,PH-20EC3607,Renault,Captur,2016,diesel,9960.19,ME132JQ
VH-9832EC5F,PH-1FB9F2DA,Renault,Captur,2016,petrol,6366.37,KV071XO
VH-889DB845,PH-9BD22E90,Toyota,Yaris,2019,diesel,7585.62,TQ228JR
VH-B259BFA0,PH-6CAF3047,Mercedes-Benz,Classe A,2019,petrol,29238.56,BD688VC
VH-F514CE59,PH-62E782D0,Opel,Corsa,2014,diesel,5165.32,TX550FX
VH-952EA1A9,PH-ADD29ED7,Peugeot,208,2022,electric,20033.44,DV609HA
VH-0B8531D7,PH-C45BFCB8,Fiat,Panda,2016,petrol,5385.85,MY309SD
VH-9DE08F5F,PH-6FA9D386,BMW,X1,2020,diesel,23815.04,AU649PS
VH-F83AF817,PH-D326F1AA,Hyundai,i20,2023,diesel,18671.88,OX794HV
VH-9FC096B8,PH-234D7B76,Jeep,Renegade,2015,diesel,5582.39,UO785PE
VH-7F3AC9FA,PH-B0D74441,Renault,Clio,2018,diesel,3080.82,EJ264UX
VH-EC7BED06,PH-3FDF61E1,Jeep,Renegade,2016,diesel,8170.61,LX420AN
VH-DB6DAA20,PH-CE4F3E18,Opel,Corsa,2020,hybrid,12111.32,NW625RH
VH-61622B32,PH-0456E987,Volkswagen,T-Roc,2024,hybrid,25330.64,MN776NO
VH-962C2F14,PH-24BA67CA,Hyundai,i20,2014,electric,3944.42,LK628KV
VH-E978E7FD,PH-CBFA7FD7,Fiat,Panda,2012,diesel,4100.05,HG939WG
VH-C8C5488E,PH-912001EF,Hyundai,Tucson,2016,petrol,14549.68,OR654YZ
VH-D10C603A,PH-F10590AB,Volkswagen,Golf,2019,electric,14435.13,ME874PD
VH-619379C8,PH-3FE0C540,Mercedes-Benz,GLA,2018,petrol,25669.82,BG826GK
VH-5315AFA1,PH-AC9E069F,Peugeot,208,2016,diesel,11990.48,FO369AW
VH-0E87D811,PH-83A3BF3E,Fiat,Punto,2013,electric,2596.31,IX269VS
VH-5B400619,PH-64BBDAF3,Toyota,Yaris,2022,hybrid,21271.87,EN327KO
VH-12D3FF5A,PH-EAC04312,Toyota,RAV4,2020,hybrid,15442.47,TY011TQ
VH-EAFA57D5,PH-781086C2,Fiat,Tipo,2020,petrol,11827.75,AA155BK
VH-13EEB00C,PH-4F1B2E66,Volkswagen,T-Roc,2024,petrol,27984.34,XE159GJ
VH-E1F45861,PH-7C441503,Fiat,Tipo,2023,petrol,13322.77,SO244PK
VH-4274D374,PH-B6F4AF77,Mercedes-Benz,Classe A,2024,petrol,40337.87,ZR261FE
VH-69631410,PH-90612A69,Fiat,500,2023,petrol,17712.26,FR743RU
VH-011EBCCE,PH-0F28B8C9,Mercedes-Benz,GLA,2022,petrol,41487.85,VE026OD
VH-C11F5106,PH-4470BA83,Fiat,Panda,2019,electric,5389.9,MP095FY
VH-8F269E52,PH-E61741B6,Fiat,500,2023,petrol,9496.61,SS079FO
VH-8643BB6D,PH-A10FE1F8,Audi,Q3,2020,diesel,22320.67,KC229LC
VH-F55702B8,PH-3123C28D,Audi,A3,2022,diesel,30349.38,VM354ED
VH-80F65CA3,PH-9AF2E5E6,Fiat,500,2016,diesel,6355.14,LT099ZP
VH-68043621,PH-B3C976B6,Mercedes-Benz,GLA,2020,diesel,32209.33,FL848IG
VH-DA92A573,PH-15589FFF,Opel,Corsa,2015,diesel,1968.96,PK344FB
VH-2E2BD1A7,PH-215B671D,Toyota,Corolla,2018,petrol,15418.1,NK715BI
VH-6795BC97,PH-A732D228,Mercedes-Benz,GLA,2018,hybrid,24526.57,ET904AX
VH-7D03AEFF,PH-4FFB4DD9,Volkswagen,T-Roc,2018,hybrid,22351.51,GP046MM
VH-D4B5D0D6,PH-EE7EECFD,Audi,A3,2019,hybrid,11764.75,LZ665QZ
VH-2CE0FEF2,PH-E7A00E2E,Volkswagen,Golf,2016,petrol,9880.82,LX374IR
VH-1269F8A3,PH-01E97DB8,Fiat,Punto,2014,petrol,2214.57,CO581VC
VH-A9A558BE,PH-472CFF5F,Hyundai,Tucson,2020,hybrid,27850.53,ZE131ZY
VH-CF0276AE,PH-1834539C,Toyota,Corolla,2018,hybrid,10968.4,LC311ES
VH-1A73AEA5,PH-439FB49D,Fiat,500,2024,petrol,17772.08,XA591XZ
VH-5173AA66,PH-776EE0C0,Fiat,500,2011,hybrid,4888.8,SU519OU
VH-7DF80E0E,PH-A54CAC0F,Mercedes-Benz,Classe A,2023,diesel,41563.28,BW121EG
VH-6D3C0FD3,PH-5F9B0CB6,Volkswagen,Golf,2022,hybrid,26982.76,AN330ZV
VH-A3919704,PH-EB951B76,Fiat,Panda,2024,petrol,11430.25,MK373UQ
VH-D5AB3DC0,PH-6E960992,Toyota,Yaris,2017,diesel,9660.22,TW490FP
VH-B55A1106,PH-1EAABFE8,Peugeot,208,2020,hybrid,11753.56,FQ234AC
VH-B7FDDA26,PH-B34C2081,Peugeot,208,2015,electric,9294.57,RS113GW
VH-888E2720,PH-8D7FE356,BMW,Serie 3,2018,petrol,26160.5,KY694HF
VH-B1244A0A,PH-9408F70F,Fiat,Panda,2022,hybrid,10407.72,QU645JG
VH-04BA539A,PH-2C49B441,Volkswagen,Golf,2017,hybrid,11281.57,QA442UV
VH-6191237D,PH-86AC55C7,Fiat,500,2022,diesel,11563.42,BC096PL
VH-A42FE0BA,PH-681F1894,Fiat,Tipo,2022,hybrid,15382.09,VY015WO
VH-F4118446,PH-96B43B31,Volkswagen,Polo,2013,petrol,3324.91,WV194TV
VH-CA3D1B0E,PH-FABD659F,Fiat,500,2024,hybrid,6352.25,OL757XZ
VH-C30F508C,PH-B8CB0E9A,Volkswagen,Golf,2015,petrol,12128.1,YP339KR
VH-F2AC46B7,PH-C3A441CC,Mercedes-Benz,GLA,2017,petrol,23814.41,BW775LN
VH-9EA013FE,PH-2D32D6AD,Fiat,Punto,2008,petrol,929.38,OO266OE
VH-2C446856,PH-CD9FE47F,Peugeot,308,2020,diesel,16050.42,EZ265KM
VH-F4CB75D7,PH-80D88747,Mercedes-Benz,Classe A,2020,diesel,33734.6,NZ292VF
VH-7ADCD651,PH-670161A1,Toyota,RAV4,2020,diesel,21478.86,DA245MP
VH-1FA99FD4,PH-A6155D44,Audi,A3,2019,petrol,25821.42,AP484MF
VH-F78B47EE,PH-1EFCE1FE,Volkswagen,Polo,2020,hybrid,10418.88,GP766TX
VH-4E6FB967,PH-E95FBFA5,Volkswagen,Golf,2023,diesel,19653.61,PV115BL
VH-BA4F0582,PH-386D7F0C,Fiat,Panda,2023,diesel,14206.4,TJ873EH
VH-B1450CBB,PH-7D3500DC,Jeep,Renegade,2015,electric,9184.4,PA254JU
VH-FA11F8B7,PH-31DDCE88,Peugeot,208,2015,electric,4263.18,TD845TE
VH-935C10D9,PH-7F752AF0,Alfa Romeo,Stelvio,2017,petrol,14950.12,ZW971EL
VH-53B260FD,PH-C2D2B2D8,Jeep,Renegade,2015,electric,9382.43,OL353NH
VH-5F5891BC,PH-BEAB168A,Peugeot,308,2024,hybrid,16089.22,UP859ZI
VH-E62B1A65,PH-56BFBDA1,Toyota,Corolla,2018,diesel,15280.34,WG939EK
VH-1C54858A,PH-645B4F1F,Fiat,Tipo,2017,electric,8030.74,HP058SP
VH-A1E419BD,PH-BD81E5D6,Volkswagen,Golf,2024,diesel,29769.59,MY518ET
VH-6EF3C6BC,PH-E1E815BB,Ford,Fiesta,2012,hybrid,2603.29,OT176XI
VH-426C064A,PH-048BE7A8,Fiat,Tipo,2016,hybrid,5690.98,ZY250IW
VH-FA167D9D,PH-311FCBE2,Renault,Clio,2019,electric,5522.87,HH559UA
VH-063765E9,PH-1086D249,Fiat,500,2014,petrol,6499.29,RE575ZI
VH-9FBDCFA2,PH-72FDD29C,Audi,A3,2024,petrol,31339.34,ZU914GT
VH-0882E680,PH-008C9EFB,Volkswagen,Polo,2021,hybrid,12453.18,XG843QZ
VH-ED1DBCE7,PH-974E5588,Fiat,500,2019,petrol,6594.38,NW432AJ
VH-3E6CEBB6,PH-EDA20D5A,Fiat,Punto,2014,hybrid,1846.05,AA615UU
VH-430410A0,PH-A857864E,Renault,Clio,2015,diesel,7494.51,YE682OU
VH-CB436627,PH-5677AA27,Fiat,Panda,2012,electric,4378.65,YK743DI
VH-F5848AC3,PH-4B730F52,Hyundai,i20,2016,electric,3613.69,JF501SE
VH-44AA2C6A,PH-EB9AD07C,Fiat,500,2023,diesel,10518.91,KR256PL
VH-54ABC52D,PH-643122E9,Volkswagen,Polo,2024,diesel,22381.59,UN625UK
VH-3D06DED2,PH-30265618,Renault,Clio,2012,petrol,1853.02,UJ908KS
VH-443D4D5A,PH-BE5D3B5A,Fiat,Panda,2021,petrol,7626.87,XW711WE
VH-F54F6399,PH-9BB07A95,Volkswagen,Polo,2015,petrol,5652.06,ED315QF
VH-089D3D78,PH-411D6929,Toyota,Yaris,2019,petrol,12008.67,KC176NK
VH-A11C38EF,PH-D9664143,Toyota,RAV4,2020,diesel,29482.73,QN628UZ
VH-7CC3A644,PH-1E852061,Ford,Fiesta,2013,petrol,3447.72,GO433FD
VH-7646B8EF,PH-95852434,Dacia,Duster,2016,hybrid,11099.94,UV037RA
VH-876C4F2A,PH-269B7D6C,Mercedes-Benz,Classe A,2017,petrol,10728.94,BH228YH
VH-A7B4E37C,PH-C5A7A60E,Fiat,Panda,2012,petrol,2371.48,KM608YU
VH-D85DEC38,PH-430C0636,Volkswagen,Golf,2024,electric,16161.49,PA681VW
VH-D8EDFD7D,PH-35164E01,Lancia,Ypsilon,2024,diesel,4313.43,GS397BG
VH-067CB84A,PH-A88E664A,Volkswagen,Golf,2021,hybrid,20071.29,LW582CS
VH-A8408E52,PH-6071C5E4,Toyota,Corolla,2022,diesel,19690.03,GE944RA
VH-3FDD274E,PH-BBB6C58E,Fiat,Panda,2020,electric,8590.01,QM945FG
VH-84F471F0,PH-3C7BB314,Audi,A3,2014,diesel,13228.31,KI470MD
VH-1C7ACABA,PH-EA4B55FC,Fiat,Tipo,2021,diesel,6529.24,TU632VQ
VH-264D94EA,PH-EE387680,Volkswagen,Polo,2024,diesel,24518.54,BM339ZD
VH-ED5E6D31,PH-201B1A53,Audi,Q3,2021,electric,29892.07,WV457GS
VH-F1F1E72F,PH-6A6EE0EA,Peugeot,308,2016,petrol,7390.72,UU438HS
VH-9FF45690,PH-08CC9A3D,Audi,A3,2017,diesel,12679.2,JA537GF
VH-B5856DE1,PH-6F2B42B2,Dacia,Duster,2015,diesel,5575.0,XK927OM
VH-344C1FA9,PH-0373D20D,Alfa Romeo,Stelvio,2020,petrol,33066.71,RT319JZ
VH-BB41BD17,PH-7FB6BC07,Citroen,C3,2016,diesel,5902.3,AA040TB
VH-7C6E4DDD,PH-2D4BBF41,Fiat,500,2024,diesel,19148.32,OM210XS
VH-2FB9FC37,PH-017ED2A5,Fiat,Panda,2016,electric,3459.85,GU514GN
VH-DD75CD0A,PH-61BB6246,BMW,Serie 3,2024,petrol,37298.42,UA014JY
VH-324A6020,PH-98859E12,Peugeot,308,2017,petrol,8151.24,IO107ZG
VH-5ED4AB22,PH-C8AE81BA,Jeep,Renegade,2023,diesel,16637.53,AD379CX
VH-CE6CFB47,PH-C133E01C,BMW,Serie 3,2015,diesel,8457.11,IA712WS
VH-2B36753B,PH-ABCE77BD,Ford,Fiesta,2016,hybrid,5847.1,CM007VM
VH-9B9507F1,PH-F7917D59,Peugeot,308,2014,petrol,2711.02,ON901FA
VH-E98D0C46,PH-0225DB8C,Volkswagen,Golf,2015,diesel,3218.6,WJ340XP
VH-EA051E4E,PH-1DCE8E38,Toyota,Yaris,2022,hybrid,6464.91,GH009WO
VH-06BD2F63,PH-12C22111,Renault,Captur,2017,petrol,12587.68,RW304PZ
VH-BA8A181A,PH-F1A9966E,Volkswagen,Polo,2017,hybrid,3520.07,CT782LO
VH-18759954,PH-44FF0B64,Fiat,Panda,2013,petrol,2731.97,VL825XR
VH-FDA7FE74,PH-AC05666A,Opel,Corsa,2017,petrol,8359.42,NF575SM
VH-643F9972,PH-1D22D419,Fiat,500,2016,petrol,3836.78,EV865YP
VH-90C491A6,PH-D8A9C3E1,Volkswagen,Polo,2018,petrol,8515.83,CT557IE
VH-B2DE5280,PH-8A8CB8D9,Lancia,Ypsilon,2018,hybrid,5535.74,YR058VF
VH-3CFCEC55,PH-82F26A82,Fiat,Panda,2021,diesel,5769.42,TK292RU
VH-0C6C8D80,PH-1318B533,Toyota,Corolla,2018,hybrid,18140.91,WM188CN
VH-297FEB78,PH-24CE6D8C,Fiat,500,2011,hybrid,3468.09,QD482SA
VH-EE457BA4,PH-EF7C417F,Fiat,500,2010,diesel,2077.47,VW715ZK
VH-5CBB5989,PH-122F5896,Dacia,Duster,2024,petrol,15293.4,RM639QV
VH-90E6766D,PH-96118F9D,Alfa Romeo,Giulietta,2018,hybrid,11841.22,XN137WY
VH-6159BE7A,PH-A1D6B82C,Mercedes-Benz,Classe A,2024,petrol,27893.21,WY081GW
VH-EB44D391,PH-9E41C94C,Renault,Captur,2023,diesel,24348.45,EC364WJ
VH-EADF0B0E,PH-7347A927,Jeep,Renegade,2022,diesel,27237.82,RU000DG
VH-69014A9C,PH-F8C79AD9,Toyota,Yaris,2012,petrol,5747.76,DG114FY
VH-10212BB9,PH-50565BDD,Fiat,Panda,2022,diesel,5920.31,DN609LV
VH-D0C11F23,PH-61783A9C,Ford,Fiesta,2021,diesel,4808.43,KM469LG
VH-7597F0D2,PH-59F6E5F5,Peugeot,308,2018,petrol,14560.8,UT707SB
VH-959E9430,PH-914D1425,Ford,Fiesta,2020,diesel,9152.37,LA768IW
VH-5176F743,PH-CE0DBD4F,Ford,Fiesta,2014,hybrid,4229.15,NW570ST
VH-E62E75BD,PH-1BA31498,Dacia,Sandero,2022,diesel,11089.09,BP748YC
VH-1F9D5917,PH-77F9C072,Fiat,Punto,2016,hybrid,3046.81,CH176XW
VH-FD1BE502,PH-7F00E97C,Alfa Romeo,Giulietta,2015,hybrid,4720.63,HT548PB
VH-842943A7,PH-71DD58B9,Fiat,Tipo,2020,petrol,7900.02,GT029ND
VH-4ED24F6B,PH-481FCA6A,Citroen,C3,2018,hybrid,6560.6,QO274CQ
VH-CA3FF2F5,PH-0B392EDA,Fiat,Punto,2016,petrol,1785.81,ZR049UX
VH-5DA88372,PH-813353F8,Volkswagen,T-Roc,2024,diesel,26900.9,WQ742PF
VH-D8D12EE6,PH-104756B4,Mercedes-Benz,GLA,2019,diesel,26067.91,JT121KN
VH-A7C8F92E,PH-DDD91F23,Fiat,Punto,2012,electric,1459.24,PP626HA
VH-D6C8AA20,PH-B3388004,Fiat,Panda,2024,petrol,7810.17,JF973HK
VH-B411EFDC,PH-90720A3D,Lancia,Ypsilon,2015,petrol,1855.79,ZW222DD
VH-444F3126,PH-C932D1D6,Volkswagen,Golf,2021,electric,11511.73,OP608LZ
VH-E92F3B3F,PH-FD1EBE97,Mercedes-Benz,Classe A,2021,petrol,23321.97,UR704DN
VH-A04C1813,PH-2ECA4D73,Fiat,Punto,2015,diesel,2170.64,RW114NC
VH-08CDA6F1,PH-BFC0299B,Volkswagen,T-Roc,2021,hybrid,21063.62,PM210QH
VH-61022E90,PH-C1D8F6F4,BMW,X1,2023,petrol,34076.65,CS378FV
VH-59414B6E,PH-B430A0B8,Jeep,Renegade,2019,diesel,13587.01,RI296PC
VH-80330115,PH-ABEEC605,Volkswagen,T-Roc,2019,petrol,21726.11,RB242HG
VH-2CA59ABB,PH-91AB27C1,Fiat,Panda,2022,electric,4363.71,AL018BQ
VH-BFF58582,PH-A89A09CE,Fiat,Punto,2008,hybrid,2837.12,SQ253AJ
VH-43C8EDD4,PH-B3D9FD06,Fiat,Tipo,2023,hybrid,7755.98,ZG777GV
VH-8D81B5EC,PH-357C7EC2,Citroen,C3,2014,hybrid,3030.91,DF812MR
VH-9ECBE492,PH-56D6AA3C,Toyota,Corolla,2018,diesel,11176.31,QE781YC
VH-25380B37,PH-CBBCE452,Lancia,Ypsilon,2012,petrol,4744.39,HU534YN
VH-EFFDA847,PH-B9C92003,Opel,Corsa,2023,petrol,9679.53,BY560NB
VH-0711B759,PH-92E554DC,Audi,Q3,2024,diesel,27709.22,VX793LM
VH-B67F41BA,PH-5BF78B17,Fiat,Tipo,2019,electric,7122.47,PT623ZQ
VH-62F270BC,PH-B689CB9D,Volkswagen,Golf,2019,petrol,22209.94,PY906CN
VH-044C07AD,PH-A54BFECC,Fiat,500,2014,petrol,2353.2,RC205WY
VH-A0B56B1D,PH-512F8D7F,Dacia,Sandero,2023,petrol,7506.27,MI548OU
VH-348201FB,PH-802D97AA,Fiat,Panda,2012,hybrid,2905.86,JP698QP
VH-1401DCBB,PH-43B557E5,Volkswagen,Golf,2023,diesel,16613.52,PK758CW
VH-A0186A81,PH-11B11938,BMW,Serie 3,2020,hybrid,31534.82,IU498II
VH-372E4EE5,PH-56255C72,Toyota,Corolla,2018,electric,8121.33,KK354HS
VH-B4DAC162,PH-28F0C854,Volkswagen,T-Roc,2020,hybrid,22858.21,KQ449VN
VH-CE3CEA54,PH-F4B27035,Volkswagen,Golf,2012,diesel,3373.37,VV924GY
VH-713329A1,PH-ABCB8EA5,Fiat,Punto,2014,diesel,2365.17,VV885LW
VH-3EB2BC2B,PH-EAB84884,Hyundai,i20,2017,petrol,4754.69,ZO214SQ
VH-E7E3734C,PH-2A858AB6,Lancia,Ypsilon,2021,diesel,7649.23,GT527ZU
VH-DF0F688F,PH-A12CE571,Fiat,500,2013,diesel,3400.71,HM497PW
VH-23F57BAE,PH-6A8E0BE1,Fiat,Punto,2011,hybrid,1335.68,EI416TC
VH-A8FDC1B9,PH-7940373D,BMW,Serie 3,2017,petrol,25809.41,AC477GZ
VH-771F9821,PH-13D4466C,Peugeot,308,2024,hybrid,25719.72,QS406NG
VH-D00C936B,PH-F2AF13D7,Volkswagen,T-Roc,2018,petrol,11921.31,TD651PN
VH-FD29DA98,PH-CC71CC40,Peugeot,308,2021,diesel,27641.81,FD001LY
VH-7C0A393C,PH-0D8F4501,Fiat,Panda,2022,petrol,10797.65,DR216RI
VH-25CB5E76,PH-79E7AD10,Volkswagen,Polo,2015,hybrid,3344.81,BV015SB
VH-19E0E083,PH-99B6C728,Jeep,Renegade,2024,electric,17991.65,JN399HH
VH-E442A7BA,PH-7081A5C7,Renault,Captur,2020,hybrid,7888.35,RL089HE
VH-FC4D274F,PH-33F5818E,Dacia,Duster,2020,petrol,9267.46,YH638FZ
VH-166EAD4B,PH-BF88DB1F,Lancia,Ypsilon,2013,diesel,5183.45,FC947SX
VH-213303F5,PH-F0B91E4F,Opel,Corsa,2022,diesel,4462.39,DH379NH
VH-29D550C6,PH-F1F33924,BMW,Serie 3,2014,diesel,7427.96,FH034ID
VH-5A791F2B,PH-AC3A9A45,Mercedes-Benz,Classe A,2016,diesel,8825.8,ST331MO
VH-E8196CFC,PH-6123AF32,BMW,X1,2018,electric,18219.04,NW269OO
VH-BDED256B,PH-83553404,Fiat,Panda,2013,diesel,4754.58,AR376YI
VH-8CF7CA10,PH-3CB90A63,Mercedes-Benz,Classe A,2022,petrol,14340.73,KA967PQ
VH-1120C47B,PH-603C418F,Fiat,Panda,2015,hybrid,5198.97,LE962WC
VH-87FBD1A3,PH-BBDE561D,Opel,Corsa,2019,petrol,15085.56,GG643KL
VH-6BC9CE5C,PH-D455E64D,Toyota,Yaris,2024,petrol,19287.51,HM093TP
VH-4B13EEED,PH-0955FADF,Citroen,C3,2020,diesel,6011.66,OW695ZA
VH-D944E207,PH-860B06F9,Fiat,Panda,2018,petrol,7308.01,MA761PN
VH-E9BF95F4,PH-08C7F5E6,Audi,Q3,2023,hybrid,41833.7,IL547HI
VH-393EA802,PH-E8BCAF7B,Volkswagen,Golf,2022,electric,11377.77,FH898SU
VH-4A78434F,PH-19B8C2DF,Audi,Q3,2017,diesel,11885.11,BM312LB
VH-9DEE377E,PH-C1409016,Jeep,Renegade,2015,electric,8679.15,TW418RB
VH-225489CF,PH-B122009A,BMW,Serie 3,2017,electric,19139.02,OE642JE
VH-2EBBF012,PH-CBCD292E,Volkswagen,Golf,2016,diesel,7630.88,NJ131FQ
VH-3208DF8B,PH-659A9A79,Fiat,Panda,2024,diesel,5152.29,SU248ZZ
VH-FE196EE4,PH-4AC12E44,Fiat,Tipo,2018,petrol,8776.37,NF391HA
VH-3A8A8E50,PH-A221C208,Toyota,Yaris,2020,petrol,14951.72,YD281IZ
VH-8656E63E,PH-1E8AB8D7,Dacia,Duster,2021,hybrid,18723.76,RY228LX
VH-E3FC6F8A,PH-4FC64E06,Hyundai,i20,2015,hybrid,4211.55,HZ248AK
VH-681A67AA,PH-F9FD4C68,Peugeot,208,2017,hybrid,7825.09,QQ220BM
VH-021226BF,PH-7A9AA948,Ford,Fiesta,2023,diesel,12091.3,EE594HT
VH-BBB03AD6,PH-20BABDAD,Toyota,RAV4,2020,diesel,22035.81,HO132FW
VH-0C5DA71A,PH-3AF2FF57,Jeep,Renegade,2020,hybrid,11189.29,CM478EA
VH-5F3EA27E,PH-EB2B0309,Fiat,500,2011,petrol,6474.0,VY868MR
VH-03535A85,PH-B9C6921F,BMW,Serie 3,2020,electric,27941.45,UQ996LZ
VH-4218B454,PH-888665FF,Alfa Romeo,Stelvio,2017,petrol,20703.6,QN720FQ
VH-82A6F57F,PH-E9B79FEE,Citroen,C3,2021,electric,6421.79,CT196LJ
VH-52342289,PH-5D8B2B62,Fiat,Panda,2015,petrol,1607.9,MJ573LA
VH-F83454CC,PH-002575C6,Citroen,C3,2021,electric,13104.29,GN279YU
VH-AE888210,PH-B864BDD6,Peugeot,308,2015,petrol,7875.62,UZ320JM
VH-9A0DD3F4,PH-58E5B256,Fiat,500,2022,petrol,15043.46,OI775PM
VH-8BE8D289,PH-779815DA,BMW,Serie 3,2020,diesel,16448.79,OE321NB
VH-F1A7D0C1,PH-B25A9612,Fiat,500,2012,diesel,4231.83,LB661LO
VH-C02EFB90,PH-FFC43B4B,Renault,Captur,2023,diesel,24939.63,LQ071RP
VH-0E8C2464,PH-4BF32E18,Volkswagen,Polo,2021,petrol,18770.68,KG201JQ
VH-27367F85,PH-5FACEBC0,Mercedes-Benz,Classe A,2016,hybrid,14784.9,XW008RI
VH-8B03FBD3,PH-E38036BE,Hyundai,i20,2017,hybrid,10232.39,UQ765LA
